[NN] | transplantation | transplant | 0-0 | 0.6666666666666666 | OtherRelated
[VBN] | disaggregated | dissociated | 0-0 |0.8461538461538461| Independent
[VBZ] | opportunities | opportunity | 0-0 |0.8461538461538461| Equivalence
[VBN] | characterized | interpreted | 0-0 |0.8461538461538461| Independent
[JJ] | world-leading | world-class | 0-0 |0.8461538461538461| OtherRelated
[VBD] | discriminated | distinction | 0-0 |0.8461538461538461| OtherRelated
[NNS] | consultations | conclusions | 0-0 |0.8461538461538461| OtherRelated
[RB] | unfortunately | regretfully | 0-0 |0.8461538461538461| Equivalence
[NN] | directorates-general | directors-general | 0-0 |0.85| Independent
[JJ] | preference-receiving | preference-giving | 0-0 |0.85| OtherRelated
[JJ] | gender-disaggregated | sex-disaggregated | 0-0 |0.85| Equivalence
[JJ] | information-oriented | information-based | 0-0 |0.85| OtherRelated
[NN] | under-implementation | under-utilisation | 0-0 |0.85| OtherRelated
[JJ] | sino-ukrainian | sino-ugandan | 0-0 |0.8571428571428571| Equivalence
[VB] | russian | russia | 0-0 |0.8571428571428571| OtherRelated
[JJ] | exports | export | 0-0 |0.8571428571428571| OtherRelated
[VBG] | surging | rising | 0-0 |0.8571428571428571| Equivalence
[NNS] | archers | arches | 0-0 |0.8571428571428571| ReverseEntailment
[VBZ] | account | counts | 0-0 |0.8571428571428571| ReverseEntailment
[NNS] | administrators | coordinators | 0-0 |0.8571428571428571| Independent
[VBD] | disappointment | disappointed | 0-0 |0.8571428571428571| ForwardEntailment
[VBD] | decided | choice | 0-0 |0.8571428571428571| Independent
[JJ] | non-democratic | undemocratic | 0-0 |0.8571428571428571| Equivalence
[VBZ] | appears | clears | 0-0 |0.8571428571428571| Independent
[VBN] | revised | issued | 0-0 |0.8571428571428571| Independent
[VBD] | invoked | evoked | 0-0 |0.8571428571428571| Independent
[VBZ] | strikes | offers | 0-0 |0.8571428571428571| Independent
[VBN] | honored | honour | 0-0 |0.8571428571428571| Equivalence
[VBD] | battled | fought | 0-0 |0.8571428571428571| Equivalence
[VBD] | ignored | forgot | 0-0 |0.8571428571428571| Independent
[JJ] | gender-related | gender-based | 0-0 |0.8571428571428571| Equivalence
[NN] | signing | signed | 0-0 |0.8571428571428571| OtherRelated
[JJ] | israeli-syrian | israel-syria | 0-0 |0.8571428571428571| Equivalence
[NNS] | blondes | blonds | 0-0 |0.8571428571428571| ForwardEntailment
[JJ] | signing | signed | 0-0 |0.8571428571428571| OtherRelated
[VBG] | re-structuring | reorganizing | 0-0 |0.8571428571428571| OtherRelated
[VBN] | address | spoken | 0-0 |0.8571428571428571| Independent
[NNP] | profits | profit | 0-0 |0.8571428571428571| Equivalence
[JJ] | unspent | unused | 0-0 |0.8571428571428571| OtherRelated
[NN] | smoking | smokes | 0-0 |0.8571428571428571| OtherRelated
[VBD] | blocked | locked | 0-0 |0.8571428571428571| ForwardEntailment
[NNS] | roubles | rubles | 0-0 |0.8571428571428571| Equivalence
[VBD] | passage | passed | 0-0 |0.8571428571428571| ForwardEntailment
[JJ] | unquestionable | unquestioned | 0-0 |0.8571428571428571| OtherRelated
[VBN] | battled | fought | 0-0 |0.8571428571428571| Equivalence
[RB] | upwards | upward | 0-0 |0.8571428571428571| Equivalence
[NNS] | drivers | riders | 0-0 |0.8571428571428571| OtherRelated
[RB] | invites | invite | 0-0 |0.8571428571428571| Equivalence
[VBG] | reconstructing | redeveloping | 0-0 |0.8571428571428571| Independent
[VBZ] | amounts | counts | 0-0 |0.8571428571428571| Independent
[VBZ] | demonstrations | demonstrates | 0-0 |0.8571428571428571| Independent
[JJ] | latvian | latvia | 0-0 |0.8571428571428571| OtherRelated
[NNS] | reinforcements | improvements | 0-0 |0.8571428571428571| Independent
[VBD] | awaited | waited | 0-0 |0.8571428571428571| ReverseEntailment
[JJ] | non-vaccinated | unvaccinated | 0-0 |0.8571428571428571| Equivalence
[NNS] | rigours | rigors | 0-0 |0.8571428571428571| Equivalence
[JJ] | muslims | muslim | 0-0 |0.8571428571428571| Equivalence
[NN] | heroine | heroin | 0-0 |0.8571428571428571| OtherRelated
[NNS] | spirits | spirit | 0-0 |0.8571428571428571| ForwardEntailment
[VBZ] | chooses | elects | 0-0 |0.8571428571428571| Independent
[VBZ] | derives | drives | 0-0 |0.8571428571428571| Independent
[JJ] | ultra-portable | ultra-mobile | 0-0 |0.8571428571428571| OtherRelated
[VBD] | adhered | abided | 0-0 |0.8571428571428571| Independent
[NNS] | undergraduates | universities | 0-0 |0.8571428571428571| ReverseEntailment
[VB] | upgrade | update | 0-0 |0.8571428571428571| OtherRelated
[NNS] | concentrations | conurbations | 0-0 |0.8571428571428571| Independent
[VBN] | fishery | fished | 0-0 |0.8571428571428571| OtherRelated
[NNS] | storage | stores | 0-0 |0.8571428571428571| Equivalence
[VBN] | administration | administered | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | prefers | enjoys | 0-0 |0.8571428571428571| Independent
[NNS] | communications | interactions | 0-0 |0.8571428571428571| Independent
[VBN] | receded | eroded | 0-0 |0.8571428571428571| Independent
[VBZ] | informs | notify | 0-0 |0.8571428571428571| OtherRelated
[JJ] | rockets | rocket | 0-0 |0.8571428571428571| Equivalence
[VBN] | stopped | ceased | 0-0 |0.8571428571428571| Independent
[VBN] | grabbed | caught | 0-0 |0.8571428571428571| Independent
[NN] | rwandan | rwanda | 0-0 |0.8571428571428571| OtherRelated
[NNPS] | investigations | investigates | 0-0 |0.8571428571428571| Independent
[NNS] | clothes | cloths | 0-0 |0.8571428571428571| ForwardEntailment
[VBD] | clauses | clause | 0-0 |0.8571428571428571| Equivalence
[JJ] | deleted | delete | 0-0 |0.8571428571428571| Equivalence
[VBP] | presume | assume | 0-0 |0.8571428571428571| Independent
[NNS] | farmers | famers | 0-0 |0.8571428571428571| Independent
[NNS] | agglomerations | conurbations | 0-0 |0.8571428571428571| OtherRelated
[NNS] | choices | choose | 0-0 |0.8571428571428571| Equivalence
[JJ] | cross-frontier | cross-border | 0-0 |0.8571428571428571| Equivalence
[VBN] | stowage | stowed | 0-0 |0.8571428571428571| Independent
[VBZ] | resumes | renews | 0-0 |0.8571428571428571| Independent
[NNS] | disproportions | distinctions | 0-0 |0.8571428571428571| Independent
[NNS] | persons | others | 0-0 |0.8571428571428571| Independent
[VBZ] | returns | renews | 0-0 |0.8571428571428571| Independent
[JJ] | computer-based | computerized | 0-0 |0.8571428571428571| OtherRelated
[JJ] | methods | method | 0-0 |0.8571428571428571| Equivalence
[NN] | serbian | serbia | 0-0 |0.8571428571428571| OtherRelated
[NNS] | communications | consignments | 0-0 |0.8571428571428571| Independent
[VBG] | payment | paying | 0-0 |0.8571428571428571| ReverseEntailment
[NNPS] | koreans | koreas | 0-0 |0.8571428571428571| ForwardEntailment
[NNS] | finales | finals | 0-0 |0.8571428571428571| ForwardEntailment
[NNS] | antipsychotics | neuroleptics | 0-0 |0.8571428571428571| Equivalence
[VBZ] | propose | offers | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | actions | acting | 0-0 |0.8571428571428571| ForwardEntailment
[VBZ] | strives | serves | 0-0 |0.8571428571428571| Independent
[RB] | muslims | muslim | 0-0 |0.8571428571428571| Equivalence
[NNPS] | estates | assets | 0-0 |0.8571428571428571| OtherRelated
[NNS] | replenishments | replacements | 0-0 |0.8571428571428571| ReverseEntailment
[VBZ] | renewal | renews | 0-0 |0.8571428571428571| OtherRelated
[VBN] | differentiated | differential | 0-0 |0.8571428571428571| Independent
[NNS] | outputs | inputs | 0-0 |0.8571428571428571| Independent
[VBN] | desired | wished | 0-0 |0.8571428571428571| ReverseEntailment
[NNS] | collaborations | interactions | 0-0 |0.8571428571428571| Independent
[NNP] | ugandan | uganda | 0-0 |0.8571428571428571| Equivalence
[VBN] | passage | passed | 0-0 |0.8571428571428571| ReverseEntailment
[VBG] | reconstructing | transforming | 0-0 |0.8571428571428571| Independent
[VBN] | differs | varied | 0-0 |0.8571428571428571| Equivalence
[JJ] | correct | proper | 0-0 |0.8571428571428571| Independent
[RB] | coincidentally | incidentally | 0-0 |0.8571428571428571| ReverseEntailment
[JJ] | extra-judicial | non-judicial | 0-0 |0.8571428571428571| Equivalence
[JJ] | spoiled | spoilt | 0-0 |0.8571428571428571| OtherRelated
[NNPS] | pilotes | pilots | 0-0 |0.8571428571428571| ReverseEntailment
[VBD] | representative | representing | 0-0 |0.8571428571428571| Independent
[RB] | insufficiently | inadequately | 0-0 |0.8571428571428571| Equivalence
[NNPS] | cubanas | cubans | 0-0 |0.8571428571428571| Independent
[VBN] | re-established | reintroduced | 0-0 |0.8571428571428571| Independent
[NNS] | spilled | spills | 0-0 |0.8571428571428571| Equivalence
[NNS] | specifications | descriptions | 0-0 |0.8571428571428571| ReverseEntailment
[VBZ] | enrolls | enrols | 0-0 |0.8571428571428571| ForwardEntailment
[NN] | kuwaiti | kuwait | 0-0 |0.8571428571428571| OtherRelated
[JJ] | redistributing | redistribute | 0-0 |0.8571428571428571| Equivalence
[NNS] | considerations | examinations | 0-0 |0.8571428571428571| ForwardEntailment
[VBN] | stopped | halted | 0-0 |0.8571428571428571| Equivalence
[JJ] | pirates | pirate | 0-0 |0.8571428571428571| Equivalence
[NNS] | undergraduates | universities | 0-0 |0.8571428571428571| ForwardEntailment
[NNS] | tablets | tables | 0-0 |0.8571428571428571| Independent
[JJ] | sisters | sister | 0-0 |0.8571428571428571| Equivalence
[NNS] | investigations | verification | 0-0 |0.8571428571428571| Independent
[NNPS] | visites | visits | 0-0 |0.8571428571428571| OtherRelated
[JJ] | mammals | mammal | 0-0 |0.8571428571428571| Equivalence
[VBD] | aroused | caused | 0-0 |0.8571428571428571| Equivalence
[NNS] | neighbourhoods | surroundings | 0-0 |0.8571428571428571| Independent
[VBD] | experts | expert | 0-0 |0.8571428571428571| Equivalence
[VBN] | conceptualized | contemplated | 0-0 |0.8571428571428571| Independent
[RB] | simultaneously | concurrently | 0-0 |0.8571428571428571| Equivalence
[VBN] | escaped | ceased | 0-0 |0.8571428571428571| Independent
[VBG] | chasing | search | 0-0 |0.8571428571428571| Independent
[NNP] | copying | copies | 0-0 |0.8571428571428571| OtherRelated
[NNS] | routing | routes | 0-0 |0.8571428571428571| Equivalence
[NNS] | vapours | vapors | 0-0 |0.8571428571428571| Equivalence
[NNS] | plantes | plants | 0-0 |0.8571428571428571| ReverseEntailment
[NNS] | selects | elects | 0-0 |0.8571428571428571| ReverseEntailment
[VBZ] | broaden | widens | 0-0 |0.8571428571428571| OtherRelated
[VBD] | treated | traded | 0-0 |0.8571428571428571| Independent
[NNS] | visited | visits | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | reveals | proves | 0-0 |0.8571428571428571| Independent
[RB] | overtly | openly | 0-0 |0.8571428571428571| Equivalence
[JJ] | enables | enable | 0-0 |0.8571428571428571| Equivalence
[VBN] | weighed | weight | 0-0 |0.8571428571428571| Equivalence
[VBZ] | coerces | forces | 0-0 |0.8571428571428571| OtherRelated
[VBN] | coerced | forced | 0-0 |0.8571428571428571| Independent
[JJ] | multi-language | multilingual | 0-0 |0.8571428571428571| Equivalence
[JJ] | wine-producing | wine-growing | 0-0 |0.8571428571428571| Equivalence
[VBZ] | ensures | ensues | 0-0 |0.8571428571428571| Independent
[VBZ] | reports | alerts | 0-0 |0.8571428571428571| Independent
[NN] | euroscepticism | eurosceptism | 0-0 |0.8571428571428571| Equivalence
[VBD] | differentiated | differential | 0-0 |0.8571428571428571| Independent
[NNS] | clarifications | instructions | 0-0 |0.8571428571428571| Independent
[VBZ] | confirm | proves | 0-0 |0.8571428571428571| Independent
[NNP] | elliott | elliot | 0-0 |0.8571428571428571| ForwardEntailment
[JJ] | non-affiliated | unaffiliated | 0-0 |0.8571428571428571| Equivalence
[VBN] | existed | listed | 0-0 |0.8571428571428571| Independent
[VB] | conceal | hidden | 0-0 |0.8571428571428571| Independent
[VBN] | clumped | lumped | 0-0 |0.8571428571428571| ReverseEntailment
[VBZ] | rewards | awards | 0-0 |0.8571428571428571| OtherRelated
[NN] | beijing | peking | 0-0 |0.8571428571428571| Equivalence
[VBZ] | accepts | adopts | 0-0 |0.8571428571428571| Independent
[VBD] | planned | planed | 0-0 |0.8571428571428571| Independent
[VBD] | amended | update | 0-0 |0.8571428571428571| Independent
[JJ] | silvery | silver | 0-0 |0.8571428571428571| ForwardEntailment
[VBN] | misused | abused | 0-0 |0.8571428571428571| Equivalence
[NNS] | concentrations | contaminants | 0-0 |0.8571428571428571| Independent
[NNPS] | adultes | adults | 0-0 |0.8571428571428571| ForwardEntailment
[VBD] | service | served | 0-0 |0.8571428571428571| OtherRelated
[VBN] | refused | ceased | 0-0 |0.8571428571428571| Independent
[RB] | changes | change | 0-0 |0.8571428571428571| Equivalence
[VBN] | unified | united | 0-0 |0.8571428571428571| Independent
[VBD] | closely | closed | 0-0 |0.8571428571428571| ReverseEntailment
[NNS] | graphic | graphs | 0-0 |0.8571428571428571| ForwardEntailment
[VBZ] | reveals | learns | 0-0 |0.8571428571428571| Independent
[NNPS] | chinese | chinas | 0-0 |0.8571428571428571| ReverseEntailment
[VB] | distill | distil | 0-0 |0.8571428571428571| ReverseEntailment
[VBG] | reinvigorating | revitalising | 0-0 |0.8571428571428571| Equivalence
[VBZ] | decides | choice | 0-0 |0.8571428571428571| Independent
[VBD] | slashed | lashed | 0-0 |0.8571428571428571| ReverseEntailment
[JJ] | details | detail | 0-0 |0.8571428571428571| Equivalence
[JJ] | sulphur | sulfur | 0-0 |0.8571428571428571| Equivalence
[NNS] | traders | trades | 0-0 |0.8571428571428571| ForwardEntailment
[NNPS] | abusers | abuses | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | prefers | wishes | 0-0 |0.8571428571428571| Independent
[JJ] | decides | decide | 0-0 |0.8571428571428571| OtherRelated
[JJR] | greater | larger | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | removes | leaves | 0-0 |0.8571428571428571| Independent
[NNS] | 'groups | groups | 0-0 |0.8571428571428571| ForwardEntailment
[NNPS] | routers | routes | 0-0 |0.8571428571428571| OtherRelated
[VBN] | industrialized | manufactured | 0-0 |0.8571428571428571| Independent
[NNS] | locally | locals | 0-0 |0.8571428571428571| ForwardEntailment
[NNS] | clarifications | explanations | 0-0 |0.8571428571428571| ReverseEntailment
[NNS] | matters | maters | 0-0 |0.8571428571428571| Independent
[VBG] | redistributing | distributing | 0-0 |0.8571428571428571| ForwardEntailment
[NN] | malnourishment | malnutrition | 0-0 |0.8571428571428571| Equivalence
[VBZ] | adjusts | adapts | 0-0 |0.8571428571428571| OtherRelated
[JJ] | updated | update | 0-0 |0.8571428571428571| Equivalence
[NNS] | dangers | threat | 0-0 |0.8571428571428571| ReverseEntailment
[VBN] | uncorroborated | corroborated | 0-0 |0.8571428571428571| ReverseEntailment
[NNS] | spirits | spirit | 0-0 |0.8571428571428571| ReverseEntailment
[VBN] | learned | earned | 0-0 |0.8571428571428571| Independent
[RB] | metaphorically | figuratively | 0-0 |0.8571428571428571| Equivalence
[NNS] | correspondents | commentators | 0-0 |0.8571428571428571| Independent
[NN] | digitalisation | digitisation | 0-0 |0.8571428571428571| Equivalence
[VBD] | elected | chosen | 0-0 |0.8571428571428571| Independent
[NNS] | objects | objets | 0-0 |0.8571428571428571| Equivalence
[JJ] | denominational | confessional | 0-0 |0.8571428571428571| Equivalence
[NNPS] | collaborations | partnerships | 0-0 |0.8571428571428571| Equivalence
[NN] | outcome | result | 0-0 |0.8571428571428571| Equivalence
[JJ] | pre-engineered | pre-designed | 0-0 |0.8571428571428571| Equivalence
[NNPS] | account | counts | 0-0 |0.8571428571428571| ReverseEntailment
[VB] | informs | notify | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | equates | equals | 0-0 |0.8571428571428571| Independent
[VBG] | raising | rising | 0-0 |0.8571428571428571| Equivalence
[JJ] | ugandan | uganda | 0-0 |0.8571428571428571| Equivalence
[VB] | deflect | divert | 0-0 |0.8571428571428571| Independent
[VBZ] | matters | refers | 0-0 |0.8571428571428571| Independent
[VBD] | reached | caught | 0-0 |0.8571428571428571| Independent
[VBZ] | presses | pushes | 0-0 |0.8571428571428571| Independent
[JJ] | trans-boundary | cross-border | 0-0 |0.8571428571428571| Equivalence
[NNS] | avenues | venues | 0-0 |0.8571428571428571| ForwardEntailment
[VBD] | elected | choose | 0-0 |0.8571428571428571| Independent
[NNS] | certifications | declarations | 0-0 |0.8571428571428571| Independent
[VBD] | seizure | seized | 0-0 |0.8571428571428571| OtherRelated
[VB] | unblock | unlock | 0-0 |0.8571428571428571| Equivalence
[RB] | selects | select | 0-0 |0.8571428571428571| Equivalence
[VB] | revisit | revise | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | hampers | deters | 0-0 |0.8571428571428571| Independent
[JJR] | cleaner | leaner | 0-0 |0.8571428571428571| Independent
[JJ] | e-mails | e-mail | 0-0 |0.8571428571428571| Equivalence
[JJ] | orphans | orphan | 0-0 |0.8571428571428571| Equivalence
[VBG] | writing | insert | 0-0 |0.8571428571428571| Independent
[NNPS] | communications | technologies | 0-0 |0.8571428571428571| Independent
[NNS] | selects | elects | 0-0 |0.8571428571428571| ForwardEntailment
[VBN] | accused | caused | 0-0 |0.8571428571428571| Independent
[VBG] | implementation | implementing | 0-0 |0.8571428571428571| OtherRelated
[NNS] | concentrations | aggregations | 0-0 |0.8571428571428571| Independent
[NNS] | skaters | skates | 0-0 |0.8571428571428571| ReverseEntailment
[NNS] | constituencies | by-elections | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | prefers | enters | 0-0 |0.8571428571428571| Independent
[NNS] | assassinations | assassinated | 0-0 |0.8571428571428571| Independent
[VBZ] | storage | stores | 0-0 |0.8571428571428571| OtherRelated
[VBD] | favored | favour | 0-0 |0.8571428571428571| Independent
[NNS] | favours | favors | 0-0 |0.8571428571428571| Independent
[VBZ] | updates | amends | 0-0 |0.8571428571428571| Independent
[NNS] | tracers | traces | 0-0 |0.8571428571428571| ForwardEntailment
[VBN] | located | centre | 0-0 |0.8571428571428571| Independent
[NNPS] | koreans | koreas | 0-0 |0.8571428571428571| ReverseEntailment
[VBZ] | alleges | argues | 0-0 |0.8571428571428571| Independent
[VBZ] | arrests | ceases | 0-0 |0.8571428571428571| Independent
[NNS] | oneself | selves | 0-0 |0.8571428571428571| ReverseEntailment
[NN] | trainee | intern | 0-0 |0.8571428571428571| OtherRelated
[NNP] | credits | credit | 0-0 |0.8571428571428571| Equivalence
[VBZ] | fiights | fights | 0-0 |0.8571428571428571| Independent
[VBZ] | donates | endows | 0-0 |0.8571428571428571| Independent
[JJ] | animal-derived | animal-based | 0-0 |0.8571428571428571| OtherRelated
[NN] | liberalisation | deregulation | 0-0 |0.8571428571428571| OtherRelated
[RBR] | quicker | faster | 0-0 |0.8571428571428571| Equivalence
[VBD] | strived | sought | 0-0 |0.8571428571428571| Equivalence
[JJ] | experts | expert | 0-0 |0.8571428571428571| Equivalence
[VBZ] | resides | exists | 0-0 |0.8571428571428571| Independent
[NNS] | centers | centre | 0-0 |0.8571428571428571| Equivalence
[VBZ] | arouses | arises | 0-0 |0.8571428571428571| Independent
[VBG] | reestablishing | repatriating | 0-0 |0.8571428571428571| Independent
[JJ] | non-recognized | unrecognized | 0-0 |0.8571428571428571| Equivalence
[VBN] | alleged | argued | 0-0 |0.8571428571428571| Independent
[VBZ] | informs | briefs | 0-0 |0.8571428571428571| OtherRelated
[VB] | allowed | permit | 0-0 |0.8571428571428571| Independent
[VBG] | reinvigorating | invigorating | 0-0 |0.8571428571428571| ForwardEntailment
[NNS] | months' | months | 0-0 |0.8571428571428571| ForwardEntailment
[VBD] | resolve | solved | 0-0 |0.8571428571428571| Equivalence
[NNS] | seiners | seines | 0-0 |0.8571428571428571| ForwardEntailment
[VBD] | outlook | looked | 0-0 |0.8571428571428571| ForwardEntailment
[NNS] | communications | partnerships | 0-0 |0.8571428571428571| Independent
[NN] | microfinancing | microfinance | 0-0 |0.8571428571428571| Equivalence
[VBG] | helping | enable | 0-0 |0.8571428571428571| OtherRelated
[NNS] | details | detail | 0-0 |0.8571428571428571| Equivalence
[UH] | fellahs | fellas | 0-0 |0.8571428571428571| OtherRelated
[JJ] | antidemocratic | undemocratic | 0-0 |0.8571428571428571| Equivalence
[JJ] | ensured | ensure | 0-0 |0.8571428571428571| Equivalence
[NNS] | interrelations | correlations | 0-0 |0.8571428571428571| ForwardEntailment
[NN] | process | course | 0-0 |0.8571428571428571| Independent
[NNPS] | matters | issues | 0-0 |0.8571428571428571| Independent
[RB] | totally | wholly | 0-0 |0.8571428571428571| Equivalence
[NNPS] | faeroes | faroes | 0-0 |0.8571428571428571| Equivalence
[NNS] | widowed | widows | 0-0 |0.8571428571428571| ForwardEntailment
[VB] | angolan | angola | 0-0 |0.8571428571428571| OtherRelated
[VBG] | rehabilitating | redeveloping | 0-0 |0.8571428571428571| Independent
[VBZ] | departs | leaves | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | waiting | awaits | 0-0 |0.8571428571428571| ReverseEntailment
[VBN] | elected | chosen | 0-0 |0.8571428571428571| Independent
[VBG] | characterizing | articulating | 0-0 |0.8571428571428571| Independent
[NNS] | interrogations | interviewing | 0-0 |0.8571428571428571| OtherRelated
[IN] | besides | beside | 0-0 |0.8571428571428571| ReverseEntailment
[NNS] | skilled | skills | 0-0 |0.8571428571428571| ForwardEntailment
[NNS] | co-legislators | legislatures | 0-0 |0.8571428571428571| Independent
[VBZ] | accrues | recurs | 0-0 |0.8571428571428571| Independent
[VBZ] | rotates | alters | 0-0 |0.8571428571428571| Independent
[NN] | cabling | wiring | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | prefers | favors | 0-0 |0.8571428571428571| Independent
[NNS] | finales | finals | 0-0 |0.8571428571428571| ReverseEntailment
[NN] | magnate | tycoon | 0-0 |0.8571428571428571| Equivalence
[NNS] | passage | passes | 0-0 |0.8571428571428571| ForwardEntailment
[VBG] | characterizing | ascertaining | 0-0 |0.8571428571428571| Independent
[VBD] | widened | expand | 0-0 |0.8571428571428571| Equivalence
[VBZ] | travels | visits | 0-0 |0.8571428571428571| OtherRelated
[NN] | funeral | burial | 0-0 |0.8571428571428571| Equivalence
[UH] | jewelry | jewels | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | espaces | spaces | 0-0 |0.8571428571428571| ReverseEntailment
[NNS] | pop-ups | popups | 0-0 |0.8571428571428571| Equivalence
[NNS] | offerts | offers | 0-0 |0.8571428571428571| ForwardEntailment
[JJ] | unquestionable | indisputable | 0-0 |0.8571428571428571| Equivalence
[VBZ] | reasons | causes | 0-0 |0.8571428571428571| Independent
[VBZ] | understandings | arrangements | 0-0 |0.8571428571428571| Independent
[VBN] | elapsed | lapsed | 0-0 |0.8571428571428571| ForwardEntailment
[JJ] | non-productive | unproductive | 0-0 |0.8571428571428571| Equivalence
[NNS] | investigations | investigated | 0-0 |0.8571428571428571| Independent
[NNS] | heroics | heroes | 0-0 |0.8571428571428571| ForwardEntailment
[NN] | redistributing | redistribute | 0-0 |0.8571428571428571| Equivalence
[NNS] | certifications | attestations | 0-0 |0.8571428571428571| Equivalence
[VBN] | touched | caught | 0-0 |0.8571428571428571| Independent
[JJ] | rwandan | rwanda | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | arouses | sparks | 0-0 |0.8571428571428571| Equivalence
[JJ] | dioxins | dioxin | 0-0 |0.8571428571428571| Equivalence
[VBD] | aroused | roused | 0-0 |0.8571428571428571| ReverseEntailment
[VBD] | alleged | argued | 0-0 |0.8571428571428571| Independent
[NNS] | driving | drives | 0-0 |0.8571428571428571| Equivalence
[VBD] | acceded | access | 0-0 |0.8571428571428571| Independent
[VBG] | 'having | having | 0-0 |0.8571428571428571| Independent
[NN] | somalia | somali | 0-0 |0.8571428571428571| OtherRelated
[NN] | helpful | useful | 0-0 |0.8571428571428571| Equivalence
[VBZ] | communications | communicates | 0-0 |0.8571428571428571| Independent
[NN] | peace-building | peace-making | 0-0 |0.8571428571428571| Equivalence
[NN] | angolan | angola | 0-0 |0.8571428571428571| OtherRelated
[VBD] | pursued | issued | 0-0 |0.8571428571428571| Independent
[VBZ] | designs | builds | 0-0 |0.8571428571428571| Independent
[VBZ] | produce | occurs | 0-0 |0.8571428571428571| Independent
[VBN] | implementation | accomplished | 0-0 |0.8571428571428571| Independent
[RB] | amounts | amount | 0-0 |0.8571428571428571| OtherRelated
[VBD] | jointly | joined | 0-0 |0.8571428571428571| Independent
[NNS] | reinstatements | replacements | 0-0 |0.8571428571428571| OtherRelated
[JJ] | revised | revise | 0-0 |0.8571428571428571| Equivalence
[VBZ] | deepens | widens | 0-0 |0.8571428571428571| Independent
[VBZ] | submits | exists | 0-0 |0.8571428571428571| Independent
[NNS] | riffles | rifles | 0-0 |0.8571428571428571| Independent
[NNS] | cannons | canons | 0-0 |0.8571428571428571| OtherRelated
[JJ] | microfinancing | microfinance | 0-0 |0.8571428571428571| Equivalence
[VB] | redress | remedy | 0-0 |0.8571428571428571| Equivalence
[NNS] | interrelations | interactions | 0-0 |0.8571428571428571| OtherRelated
[NNS] | pre-requisites | requirements | 0-0 |0.8571428571428571| OtherRelated
[VBD] | concern | feared | 0-0 |0.8571428571428571| Independent
[VBN] | worried | worked | 0-0 |0.8571428571428571| Independent
[VBZ] | insists | exists | 0-0 |0.8571428571428571| Independent
[NNS] | graders | grades | 0-0 |0.8571428571428571| ForwardEntailment
[VBD] | stopped | ceased | 0-0 |0.8571428571428571| Independent
[NNS] | recalculations | calculations | 0-0 |0.8571428571428571| ForwardEntailment
[NNS] | renegotiations | negotiations | 0-0 |0.8571428571428571| ForwardEntailment
[VBN] | elected | choose | 0-0 |0.8571428571428571| Independent
[JJ] | well-regulated | well-managed | 0-0 |0.8571428571428571| OtherRelated
[VBD] | slashed | lashed | 0-0 |0.8571428571428571| ForwardEntailment
[VBD] | blocked | locked | 0-0 |0.8571428571428571| ReverseEntailment
[JJ] | kosovar | kosovo | 0-0 |0.8571428571428571| Equivalence
[VBZ] | impedes | avoids | 0-0 |0.8571428571428571| Independent
[JJ] | foolish | stupid | 0-0 |0.8571428571428571| Equivalence
[NNS] | rumours | rumors | 0-0 |0.8571428571428571| Equivalence
[VBN] | aroused | raised | 0-0 |0.8571428571428571| Independent
[VBZ] | warders | guards | 0-0 |0.8571428571428571| OtherRelated
[NN] | caesium | cesium | 0-0 |0.8571428571428571| Equivalence
[NNS] | blondes | blonds | 0-0 |0.8571428571428571| ReverseEntailment
[VBN] | revised | review | 0-0 |0.8571428571428571| Equivalence
[NNS] | broker-dealers | stockbrokers | 0-0 |0.8571428571428571| Independent
[NNS] | matters | issues | 0-0 |0.8571428571428571| Independent
[JJ] | debt-servicing | debt-service | 0-0 |0.8571428571428571| Equivalence
[VBN] | saluted | hailed | 0-0 |0.8571428571428571| Independent
[NNS] | accommodations | destinations | 0-0 |0.8571428571428571| Independent
[VBZ] | various | varies | 0-0 |0.8571428571428571| OtherRelated
[NNS] | dancers | dances | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | accepts | agrees | 0-0 |0.8571428571428571| Independent
[JJ] | irreconcilable | incompatible | 0-0 |0.8571428571428571| OtherRelated
[VBN] | elapsed | lapsed | 0-0 |0.8571428571428571| ReverseEntailment
[NN] | reconciliation | conciliation | 0-0 |0.8571428571428571| ForwardEntailment
[JJ] | individualized | personalized | 0-0 |0.8571428571428571| Equivalence
[NNS] | participations | involvements | 0-0 |0.8571428571428571| Equivalence
[VBG] | simplification | streamlining | 0-0 |0.8571428571428571| OtherRelated
[NNP] | details | detail | 0-0 |0.8571428571428571| Equivalence
[RB] | creates | create | 0-0 |0.8571428571428571| OtherRelated
[NNS] | opposes | oppose | 0-0 |0.8571428571428571| Equivalence
