[NN] ||| transplant ||| transplantation ||| PPDB2.0Score=5.24981 PPDB1.0Score=3.295900 -logp(LHS|e1)=0.18597 -logp(LHS|e2)=0.14031 -logp(e1|LHS)=11.83583 -logp(e1|e2)=1.80507 -logp(e1|e2,LHS)=1.46728 -logp(e2|LHS)=11.47593 -logp(e2|e1)=1.49083 -logp(e2|e1,LHS)=1.10738 AGigaSim=0.63439 Abstract=0 Adjacent=0 CharCountDiff=5 CharLogCR=0.40547 ContainsX=0 Equivalence=0.371472 Exclusion=0.000344 GlueRule=0 GoogleNgramSim=0.03067 Identity=0 Independent=0.078161 Lex(e1|e2)=9.64663 Lex(e2|e1)=59.48919 Lexical=1 LogCount=4.67283 MVLSASim=NA Monotonic=1 OtherRelated=0.372735 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.177287 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98821 TargetFormality=0.98464 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=5.00000 WordLogCR=0 ||| 0-0 ||| OtherRelated
[JJ] ||| destabilizing ||| destabilising ||| PPDB2.0Score=4.40677 PPDB1.0Score=5.158090 -logp(LHS|e1)=0.20971 -logp(LHS|e2)=1.10763 -logp(e1|LHS)=10.99812 -logp(e1|e2)=1.99091 -logp(e1|e2,LHS)=1.20494 -logp(e2|LHS)=13.07230 -logp(e2|e1)=3.16718 -logp(e2|e1,LHS)=3.27912 AGigaSim=0.77301 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.415167 Exclusion=0.000674 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.142741 Lex(e1|e2)=60.66788 Lex(e2|e1)=60.66788 Lexical=1 LogCount=3.29584 MVLSASim=NA Monotonic=1 OtherRelated=0.306433 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.134986 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=1.00000 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Equivalence
[JJ] ||| mohamed ||| mohammed ||| PPDB2.0Score=4.40662 PPDB1.0Score=4.044310 -logp(LHS|e1)=6.63042 -logp(LHS|e2)=4.90313 -logp(e1|LHS)=16.08046 -logp(e1|e2)=1.91055 -logp(e1|e2,LHS)=2.33830 -logp(e2|LHS)=14.57638 -logp(e2|e1)=2.13376 -logp(e2|e1,LHS)=0.83423 AGigaSim=0.55557 Abstract=0 Adjacent=0 CharCountDiff=1 CharLogCR=0.13353 ContainsX=0 Equivalence=0.413653 Exclusion=0.000421 GlueRule=0 GoogleNgramSim=0.06132 Identity=0 Independent=0.089582 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.280353 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.215992 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98254 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=1.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[RB] ||| efficiently ||| effectively ||| PPDB2.0Score=4.40638 PPDB1.0Score=4.427850 -logp(LHS|e1)=0.00862 -logp(LHS|e2)=0.00412 -logp(e1|LHS)=7.98940 -logp(e1|e2)=3.06180 -logp(e1|e2,LHS)=2.35998 -logp(e2|LHS)=6.28914 -logp(e2|e1)=1.36605 -logp(e2|e1,LHS)=0.65971 AGigaSim=0.61523 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.400985 Exclusion=0.000935 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.279549 Lex(e1|e2)=58.48666 Lex(e2|e1)=58.48666 Lexical=1 LogCount=5.87212 MVLSASim=NA Monotonic=1 OtherRelated=0.259942 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.058589 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99342 TargetFormality=0.99889 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Equivalence
[NN] ||| fridge ||| refrigerator ||| PPDB2.0Score=4.40620 PPDB1.0Score=3.283050 -logp(LHS|e1)=0.07085 -logp(LHS|e2)=0.09604 -logp(e1|LHS)=12.96619 -logp(e1|e2)=1.81893 -logp(e1|e2,LHS)=1.57911 -logp(e2|LHS)=12.63658 -logp(e2|e1)=1.46412 -logp(e2|e1,LHS)=1.24950 AGigaSim=0.95331 Abstract=0 Adjacent=0 CharCountDiff=6 CharLogCR=0.69315 ContainsX=0 Equivalence=0.465840 Exclusion=0.000021 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.025378 Lex(e1|e2)=61.29201 Lex(e2|e1)=61.29201 Lexical=1 LogCount=2.48491 MVLSASim=NA Monotonic=1 OtherRelated=0.171924 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.336836 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98659 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=6.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[VB] ||| subsidise ||| subsidize ||| PPDB2.0Score=4.40518 PPDB1.0Score=5.230670 -logp(LHS|e1)=0.19421 -logp(LHS|e2)=0.01535 -logp(e1|LHS)=11.12904 -logp(e1|e2)=2.67048 -logp(e1|e2,LHS)=2.03720 -logp(e2|LHS)=10.83989 -logp(e2|e1)=2.56019 -logp(e2|e1,LHS)=1.74804 AGigaSim=0.98528 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.429973 Exclusion=0.000640 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.182359 Lex(e1|e2)=60.74197 Lex(e2|e1)=60.74197 Lexical=1 LogCount=3.25810 MVLSASim=NA Monotonic=1 OtherRelated=0.289366 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.097662 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=1.00000 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Equivalence
[NNS] ||| returns ||| returning ||| PPDB2.0Score=4.40516 PPDB1.0Score=24.673160 -logp(LHS|e1)=0.29952 -logp(LHS|e2)=7.77349 -logp(e1|LHS)=8.91012 -logp(e1|e2)=12.05767 -logp(e1|e2,LHS)=1.94591 -logp(e2|LHS)=16.94191 -logp(e2|e1)=12.61549 -logp(e2|e1,LHS)=9.97770 AGigaSim=0.49290 Abstract=0 Adjacent=0 CharCountDiff=2 CharLogCR=0.25131 ContainsX=0 Equivalence=0.324835 Exclusion=0.000007 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.151823 Lex(e1|e2)=63.30685 Lex(e2|e1)=63.30685 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.032658 PhrasePenalty=1 RarityPenalty=0.36788 ReverseEntailment=0.490677 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98864 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=2.00000 WordLogCR=0 ||| 0-0 ||| ReverseEntailment
[VBD] ||| targetted ||| targeted ||| PPDB2.0Score=4.40482 PPDB1.0Score=12.752290 -logp(LHS|e1)=2.07160 -logp(LHS|e2)=2.24573 -logp(e1|LHS)=14.54615 -logp(e1|e2)=9.35838 -logp(e1|e2,LHS)=6.99025 -logp(e2|LHS)=8.75581 -logp(e2|e1)=3.39391 -logp(e2|e1,LHS)=1.19991 AGigaSim=0.96698 Abstract=0 Adjacent=0 CharCountDiff=-1 CharLogCR=-0.11778 ContainsX=0 Equivalence=0.084238 Exclusion=0.000456 GlueRule=0 GoogleNgramSim=0.09191 Identity=0 Independent=0.297477 Lex(e1|e2)=62.61372 Lex(e2|e1)=62.61372 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.213565 PhrasePenalty=1 RarityPenalty=0.00674 ForwardEntailment=0.404263 SourceTerminalsButNoTarget=0 SourceWords=1 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-1.00000 WordLogCR=0 ||| 0-0 ||| ForwardEntailment
[NN] ||| re-nationalisation ||| renationalization ||| PPDB2.0Score=4.40448 PPDB1.0Score=6.070290 -logp(LHS|e1)=0.07696 -logp(LHS|e2)=0 -logp(e1|LHS)=15.16231 -logp(e1|e2)=3.03975 -logp(e1|e2,LHS)=2.86223 -logp(e2|LHS)=15.07613 -logp(e2|e1)=3.03054 -logp(e2|e1,LHS)=2.77605 AGigaSim=0.72425 Abstract=0 Adjacent=0 CharCountDiff=-1 CharLogCR=-0.05716 ContainsX=0 Equivalence=0.590036 Exclusion=0.016451 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.025573 Lex(e1|e2)=61.60215 Lex(e2|e1)=61.60215 Lexical=1 LogCount=2.19722 MVLSASim=NA Monotonic=1 OtherRelated=0.154462 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.213479 SourceTerminalsButNoTarget=0 SourceWords=1 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-1.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[NN] ||| self-awareness ||| self-consciousness ||| PPDB2.0Score=4.40404 PPDB1.0Score=7.466910 -logp(LHS|e1)=0.05407 -logp(LHS|e2)=0.17185 -logp(e1|LHS)=14.79766 -logp(e1|e2)=3.04031 -logp(e1|e2,LHS)=2.79072 -logp(e2|LHS)=16.30174 -logp(e2|e1)=4.42660 -logp(e2|e1,LHS)=4.29480 AGigaSim=0.85773 Abstract=0 Adjacent=0 CharCountDiff=4 CharLogCR=0.25131 ContainsX=0 Equivalence=0.398205 Exclusion=0.004162 GlueRule=0 GoogleNgramSim=0.12241 Identity=0 Independent=0.120134 Lex(e1|e2)=62.05412 Lex(e2|e1)=62.05412 Lexical=1 LogCount=1.60944 MVLSASim=NA Monotonic=1 OtherRelated=0.381806 PhrasePenalty=1 RarityPenalty=0.00005 ForwardEntailment=0.095693 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99834 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=4.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[NNS] ||| signed ||| signs ||| PPDB2.0Score=4.40400 PPDB1.0Score=15.933440 -logp(LHS|e1)=8.36934 -logp(LHS|e2)=0.02895 -logp(e1|LHS)=15.30778 -logp(e1|e2)=7.14943 -logp(e1|e2,LHS)=9.39291 -logp(e2|LHS)=8.60196 -logp(e2|e1)=8.78401 -logp(e2|e1,LHS)=2.68709 AGigaSim=0.33689 Abstract=0 Adjacent=0 CharCountDiff=-1 CharLogCR=-0.18232 ContainsX=0 Equivalence=0.225571 Exclusion=0.000011 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.080679 Lex(e1|e2)=62.05412 Lex(e2|e1)=62.05412 Lexical=1 LogCount=1.38629 MVLSASim=NA Monotonic=1 OtherRelated=0.471606 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.222133 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99164 TargetFormality=0.99212 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-1.00000 WordLogCR=0 ||| 0-0 ||| OtherRelated
[NNP] ||| co-chairman ||| co-chair ||| PPDB2.0Score=4.40392 PPDB1.0Score=3.932490 -logp(LHS|e1)=0.59124 -logp(LHS|e2)=0.69770 -logp(e1|LHS)=13.70779 -logp(e1|e2)=2.85408 -logp(e1|e2,LHS)=2.61303 -logp(e2|LHS)=12.03858 -logp(e2|e1)=1.07841 -logp(e2|e1,LHS)=0.94382 AGigaSim=0.91911 Abstract=0 Adjacent=0 CharCountDiff=-3 CharLogCR=-0.31845 ContainsX=0 Equivalence=0.424091 Exclusion=0.000247 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.073924 Lex(e1|e2)=61.05561 Lex(e2|e1)=61.05561 Lexical=1 LogCount=2.83321 MVLSASim=NA Monotonic=1 OtherRelated=0.411736 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.090003 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99560 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-3.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[NNPS] ||| permits ||| permitting ||| PPDB2.0Score=4.40367 PPDB1.0Score=15.996540 -logp(LHS|e1)=4.53339 -logp(LHS|e2)=7.62120 -logp(e1|LHS)=10.57581 -logp(e1|e2)=7.17701 -logp(e1|e2,LHS)=1.19392 -logp(e2|LHS)=15.30614 -logp(e2|e1)=8.81953 -logp(e2|e1,LHS)=5.92426 AGigaSim=0.51410 Abstract=0 Adjacent=0 CharCountDiff=3 CharLogCR=0.35667 ContainsX=0 Equivalence=0.491234 Exclusion=0.000003 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.102809 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.057487 PhrasePenalty=1 RarityPenalty=0.36788 ReverseEntailment=0.348466 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99026 TargetFormality=0.99335 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=3.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[VB] ||| symbolize ||| symbolise ||| PPDB2.0Score=4.40366 PPDB1.0Score=6.121840 -logp(LHS|e1)=0.91461 -logp(LHS|e2)=0.60049 -logp(e1|LHS)=13.27453 -logp(e1|e2)=2.87799 -logp(e1|e2,LHS)=2.41730 -logp(e2|LHS)=13.32627 -logp(e2|e1)=3.24385 -logp(e2|e1,LHS)=2.46903 AGigaSim=0.98730 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.420077 Exclusion=0.001578 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.150030 Lex(e1|e2)=62.05412 Lex(e2|e1)=62.05412 Lexical=1 LogCount=1.60944 MVLSASim=NA Monotonic=1 OtherRelated=0.359718 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.068597 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99550 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Equivalence
[JJ] ||| analytic ||| analytical ||| PPDB2.0Score=4.40305 PPDB1.0Score=4.301330 -logp(LHS|e1)=0.48730 -logp(LHS|e2)=0.14022 -logp(e1|LHS)=12.17949 -logp(e1|e2)=3.50045 -logp(e1|e2,LHS)=3.25368 -logp(e2|LHS)=9.13286 -logp(e2|e1)=0.80088 -logp(e2|e1,LHS)=0.20704 AGigaSim=0.57581 Abstract=0 Adjacent=0 CharCountDiff=2 CharLogCR=0.22314 ContainsX=0 Equivalence=0.341356 Exclusion=0.000212 GlueRule=0 GoogleNgramSim=0.00614 Identity=0 Independent=0.114503 Lex(e1|e2)=60.70425 Lex(e2|e1)=60.70425 Lexical=1 LogCount=3.25810 MVLSASim=NA Monotonic=1 OtherRelated=0.302613 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.241315 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99428 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=2.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[JJ] ||| aggregated ||| aggregate ||| PPDB2.0Score=4.40284 PPDB1.0Score=5.998440 -logp(LHS|e1)=0.77240 -logp(LHS|e2)=0.35970 -logp(e1|LHS)=12.19273 -logp(e1|e2)=3.83788 -logp(e1|e2,LHS)=3.32792 -logp(e2|LHS)=10.10271 -logp(e2|e1)=2.16056 -logp(e2|e1,LHS)=1.23791 AGigaSim=0.38268 Abstract=0 Adjacent=0 CharCountDiff=-1 CharLogCR=-0.10536 ContainsX=0 Equivalence=0.667127 Exclusion=0.000004 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.028748 Lex(e1|e2)=60.06826 Lex(e2|e1)=60.06826 Lexical=1 LogCount=3.95124 MVLSASim=NA Monotonic=1 OtherRelated=0.021440 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.282680 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99760 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-1.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[VB] ||| violate ||| infringe ||| PPDB2.0Score=4.40263 PPDB1.0Score=6.637120 -logp(LHS|e1)=0.57797 -logp(LHS|e2)=0.01256 -logp(e1|LHS)=9.23680 -logp(e1|e2)=2.57589 -logp(e1|e2,LHS)=1.68040 -logp(e2|LHS)=10.15673 -logp(e2|e1)=4.06123 -logp(e2|e1,LHS)=2.60032 AGigaSim=0.63439 Abstract=0 Adjacent=0 CharCountDiff=1 CharLogCR=0.13353 ContainsX=0 Equivalence=0.389693 Exclusion=0.000087 GlueRule=0 GoogleNgramSim=0.23106 Identity=0 Independent=0.152133 Lex(e1|e2)=9.45210 Lex(e2|e1)=59.16376 Lexical=1 LogCount=4.90527 MVLSASim=NA Monotonic=1 OtherRelated=0.364556 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.093531 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99614 TargetFormality=0.99796 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=1.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[NN] ||| audits ||| auditing ||| PPDB2.0Score=4.40248 PPDB1.0Score=7.577670 -logp(LHS|e1)=0.48521 -logp(LHS|e2)=0.22743 -logp(e1|LHS)=10.24840 -logp(e1|e2)=3.47993 -logp(e1|e2,LHS)=3.16312 -logp(e2|LHS)=10.60843 -logp(e2|e1)=4.09774 -logp(e2|e1,LHS)=3.52316 AGigaSim=0.48218 Abstract=0 Adjacent=0 CharCountDiff=2 CharLogCR=0.28768 ContainsX=0 Equivalence=0.559163 Exclusion=0.000003 GlueRule=0 GoogleNgramSim=0.00614 Identity=0 Independent=0.054578 Lex(e1|e2)=59.40493 Lex(e2|e1)=59.40493 Lexical=1 LogCount=4.63473 MVLSASim=NA Monotonic=1 OtherRelated=0.052037 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.334219 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99233 TargetFormality=0.99701 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=2.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[NN] ||| audit ||| auditing ||| PPDB2.0Score=4.40248 PPDB1.0Score=4.105960 -logp(LHS|e1)=0.43250 -logp(LHS|e2)=0.22743 -logp(e1|LHS)=8.32834 -logp(e1|e2)=0.81040 -logp(e1|e2,LHS)=0.62388 -logp(e2|LHS)=10.60843 -logp(e2|e1)=3.29556 -logp(e2|e1,LHS)=2.90397 AGigaSim=0.64383 Abstract=0 Adjacent=0 CharCountDiff=3 CharLogCR=0.47000 ContainsX=0 Equivalence=0.540886 Exclusion=0.000003 GlueRule=0 GoogleNgramSim=0.05520 Identity=0 Independent=0.056183 Lex(e1|e2)=58.82389 Lex(e2|e1)=58.82389 Lexical=1 LogCount=5.36129 MVLSASim=NA Monotonic=1 OtherRelated=0.038267 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.364661 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99642 TargetFormality=0.99817 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=3.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[VBN] ||| coordinated ||| coordination ||| PPDB2.0Score=4.40236 PPDB1.0Score=10.603180 -logp(LHS|e1)=0.05010 -logp(LHS|e2)=10.33141 -logp(e1|LHS)=6.61537 -logp(e1|e2)=6.01904 -logp(e1|e2,LHS)=0.39642 -logp(e2|LHS)=15.46178 -logp(e2|e1)=4.58414 -logp(e2|e1,LHS)=9.24284 AGigaSim=0.39399 Abstract=0 Adjacent=0 CharCountDiff=1 CharLogCR=0.08701 ContainsX=0 Equivalence=0.254102 Exclusion=0.000134 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.336848 Lex(e1|e2)=62.39060 Lex(e2|e1)=62.39060 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.287264 PhrasePenalty=1 RarityPenalty=0.00248 ReverseEntailment=0.121652 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99636 TargetFormality=0.99927 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=1.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| co-ordinated ||| coordination ||| PPDB2.0Score=4.40236 PPDB1.0Score=15.926560 -logp(LHS|e1)=2.32537 -logp(LHS|e2)=10.33141 -logp(e1|LHS)=12.12246 -logp(e1|e2)=10.29664 -logp(e1|e2,LHS)=5.44769 -logp(e2|LHS)=15.46178 -logp(e2|e1)=5.62992 -logp(e2|e1,LHS)=8.78702 AGigaSim=0.49290 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.254102 Exclusion=0.000134 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.336848 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.287264 PhrasePenalty=1 RarityPenalty=0.13534 ReverseEntailment=0.121652 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99606 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Independent
[VBZ] ||| resource ||| resources ||| PPDB2.0Score=4.40193 PPDB1.0Score=3.723000 -logp(LHS|e1)=6.04462 -logp(LHS|e2)=8.71539 -logp(e1|LHS)=11.73349 -logp(e1|e2)=2.70914 -logp(e1|e2,LHS)=1.15586 -logp(e2|LHS)=12.70898 -logp(e2|e1)=1.01386 -logp(e2|e1,LHS)=2.13135 AGigaSim=0.35990 Abstract=0 Adjacent=0 CharCountDiff=1 CharLogCR=0.11778 ContainsX=0 Equivalence=0.440777 Exclusion=0.000000 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.012453 Lex(e1|e2)=61.60216 Lex(e2|e1)=61.60216 Lexical=1 LogCount=2.07944 MVLSASim=NA Monotonic=1 OtherRelated=0.280786 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.265984 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99288 TargetFormality=0.99508 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=1.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[NNS] ||| granting ||| grants ||| PPDB2.0Score=4.40164 PPDB1.0Score=13.977490 -logp(LHS|e1)=6.58009 -logp(LHS|e2)=0.51856 -logp(e1|LHS)=14.99600 -logp(e1|e2)=7.12064 -logp(e1|e2,LHS)=9.11821 -logp(e2|LHS)=8.67068 -logp(e2|e1)=6.85685 -logp(e2|e1,LHS)=2.79290 AGigaSim=0.42756 Abstract=0 Adjacent=0 CharCountDiff=-2 CharLogCR=-0.28768 ContainsX=0 Equivalence=0.437331 Exclusion=0.000003 GlueRule=0 GoogleNgramSim=0.02454 Identity=0 Independent=0.140694 Lex(e1|e2)=61.60215 Lex(e2|e1)=61.60215 Lexical=1 LogCount=2.19722 MVLSASim=NA Monotonic=1 OtherRelated=0.094515 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.327457 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99667 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-2.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[JJ] ||| eastern ||| east ||| PPDB2.0Score=4.40164 PPDB1.0Score=4.099120 -logp(LHS|e1)=0.71785 -logp(LHS|e2)=1.75642 -logp(e1|LHS)=8.30256 -logp(e1|e2)=2.27499 -logp(e1|e2,LHS)=0.98019 -logp(e2|LHS)=8.89027 -logp(e2|e1)=1.82413 -logp(e2|e1,LHS)=1.56792 AGigaSim=0.44961 Abstract=0 Adjacent=0 CharCountDiff=-3 CharLogCR=-0.55962 ContainsX=0 Equivalence=0.399989 Exclusion=0.000467 GlueRule=0 GoogleNgramSim=0.03067 Identity=0 Independent=0.117133 Lex(e1|e2)=58.78512 Lex(e2|e1)=58.78512 Lexical=1 LogCount=5.37064 MVLSASim=NA Monotonic=1 OtherRelated=0.189786 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.292625 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98870 TargetFormality=0.99591 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-3.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[NN] ||| reprinting ||| reprint ||| PPDB2.0Score=4.40159 PPDB1.0Score=5.323800 -logp(LHS|e1)=1.00017 -logp(LHS|e2)=1.13465 -logp(e1|LHS)=16.30174 -logp(e1|e2)=3.34195 -logp(e1|e2,LHS)=2.76175 -logp(e2|LHS)=15.07613 -logp(e2|e1)=1.98185 -logp(e2|e1,LHS)=1.53614 AGigaSim=0.66242 Abstract=0 Adjacent=0 CharCountDiff=-3 CharLogCR=-0.35667 ContainsX=0 Equivalence=0.465653 Exclusion=0.000710 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.059154 Lex(e1|e2)=62.39058 Lex(e2|e1)=62.39058 Lexical=1 LogCount=1.09861 MVLSASim=NA Monotonic=1 OtherRelated=0.295033 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.179450 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99597 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-3.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
