Tag|Longer|Shorter|Score|Ratio|Equivalence
[CD]|05.3.2005|5.3.2005|0-0|0.8888888888888888|Equivalence
[VBD]|resources|resource|0-0|0.8888888888888888|Equivalence
[JJ]|protozoan|protozoa|0-0|0.8888888888888888|Equivalence
[JJ]|ethiopian-eritrean|ethiopia-eritrea|0-0|0.8888888888888888|Equivalence
[JJ]|allocated|allotted|0-0|0.8888888888888888|Equivalence
[VBZ]|carcasses|carcases|0-0|0.8888888888888888|Equivalence
[JJ]|mid-sized|mid-size|0-0|0.8888888888888888|Equivalence
[RB]|similarly|likewise|0-0|0.8888888888888888|Equivalence
[NNP]|prosecutor-general|attorney-general|0-0|0.8888888888888888|Equivalence
[JJ]|aerodrome|airfield|0-0|0.8888888888888888|Equivalence
[JJ]|templates|template|0-0|0.8888888888888888|Equivalence
[NNPS]|ministers|minsters|0-0|0.8888888888888888|Equivalence
[JJ]|wonderful|splendid|0-0|0.8888888888888888|Equivalence
[NN]|normality|normalcy|0-0|0.8888888888888888|Equivalence
[NN]|procurator-general|attorney-general|0-0|0.8888888888888888|Equivalence
[JJ]|automates|automate|0-0|0.8888888888888888|Equivalence
[VBD]|recovered|recouped|0-0|0.8888888888888888|Equivalence
[JJ]|mediaeval|medieval|0-0|0.8888888888888888|Equivalence
[JJ]|merciless|ruthless|0-0|0.8888888888888888|Equivalence
[NN]|musharraf|musharaf|0-0|0.8888888888888888|Equivalence
[NNS]|sulphates|sulfates|0-0|0.8888888888888888|Equivalence
[NN]|aluminium|aluminum|0-0|0.8888888888888888|Equivalence
[NN]|hindrance|obstacle|0-0|0.8888888888888888|Equivalence
[JJ]|week-long|one-week|0-0|0.8888888888888888|Equivalence
[VBD]|insulated|isolated|0-0|0.8888888888888888|Equivalence
[NN]|modelling|modeling|0-0|0.8888888888888888|Equivalence
[VBZ]|snapshots|snapshot|0-0|0.8888888888888888|Equivalence
[JJ]|euro-area|eurozone|0-0|0.8888888888888888|Equivalence
[NNS]|labourers|laborers|0-0|0.8888888888888888|Equivalence
[NNS]|railroads|railways|0-0|0.8888888888888888|Equivalence
[JJ]|ten-point|10-point|0-0|0.8888888888888888|Equivalence
[NN]|timetable|schedule|0-0|0.8888888888888888|Equivalence
[JJ]|aluminium|aluminum|0-0|0.8888888888888888|Equivalence
[NNP]|moldavian|moldovan|0-0|0.8888888888888888|Equivalence
[VBN]|nullified|annulled|0-0|0.8888888888888888|Equivalence
[JJ]|impending|imminent|0-0|0.8888888888888888|Equivalence
[JJ]|kidnapped|kidnaped|0-0|0.8888888888888888|Equivalence
[VBD]|minimised|minimize|0-0|0.8888888888888888|Equivalence
[NN]|reduction|decrease|0-0|0.8888888888888888|Equivalence
[NN]|bacterium|bacteria|0-0|0.8888888888888888|Equivalence
[JJ]|non-representative|unrepresentative|0-0|0.8888888888888888|Equivalence
[NN]|beginning|starting|0-0|0.8888888888888888|Equivalence
[VBD]|reiterate|reaffirm|0-0|0.8888888888888888|Equivalence
[JJ]|modelling|modeling|0-0|0.8888888888888888|Equivalence
[VBN]|offloaded|unloaded|0-0|0.8888888888888888|Equivalence
[VBD]|resettled|relocate|0-0|0.8888888888888888|Equivalence
[NN]|combating|fighting|0-0|0.8888888888888888|Equivalence
[JJ]|waterways|waterway|0-0|0.8888888888888888|Equivalence
[NNS]|forebears|forbears|0-0|0.8888888888888888|Equivalence
[JJ]|lead-free|unleaded|0-0|0.8888888888888888|Equivalence
[JJ]|standards|standard|0-0|0.8888888888888888|Equivalence
[VBN]|convicted|indicted|0-0|0.8888888888888888|Equivalence
[JJ]|validated|validate|0-0|0.8888888888888888|Equivalence
[NN]|staircase|stairway|0-0|0.8888888888888888|Equivalence
[VB]|ill-treat|mistreat|0-0|0.8888888888888888|Equivalence
[JJ]|austrian-hungarian|austro-hungarian|0-0|0.8888888888888888|Equivalence
[JJ]|increased|enhanced|0-0|0.8888888888888888|Equivalence
[JJ]|obstinate|stubborn|0-0|0.8888888888888888|Equivalence
[JJ]|oversized|oversize|0-0|0.8888888888888888|Equivalence
[VBD]|materials|material|0-0|0.8888888888888888|Equivalence
[JJ]|fractured|fracture|0-0|0.8888888888888888|Equivalence
[VBG]|analysing|analysis|0-0|0.8888888888888888|Equivalence
[JJ]|optimized|optimize|0-0|0.8888888888888888|Equivalence
[UH]|fantastic|terrific|0-0|0.8888888888888888|Equivalence
[JJ]|reunified|reunited|0-0|0.8888888888888888|Equivalence
[NN]|moustache|mustache|0-0|0.8888888888888888|Equivalence
[VBN]|inhibited|hindered|0-0|0.8888888888888888|Equivalence
[NNS]|searching|searches|0-0|0.8888888888888888|Equivalence
[JJ]|undesired|unwanted|0-0|0.8888888888888888|Equivalence
[JJS]|strangest|weirdest|0-0|0.8888888888888888|Equivalence
[JJ]|barbarous|barbaric|0-0|0.8888888888888888|Equivalence
[NN]|increased|increase|0-0|0.8888888888888888|Equivalence
[JJ]|contested|disputed|0-0|0.8888888888888888|Equivalence
[JJ]|destitute|indigent|0-0|0.8888888888888888|Equivalence
[VBN]|unblocked|unlocked|0-0|0.8888888888888888|Equivalence
[NNS]|displayed|displays|0-0|0.8888888888888888|Equivalence
[NNP]|launching|launches|0-0|0.8888888888888888|Equivalence
[JJ]|dangerous|perilous|0-0|0.8888888888888888|Equivalence
[NNP]|vice-chairman-cum-rapporteur|vice-chair-cum-rapporteur|0-0|0.8928571428571429|Equivalence
[NN]|vice-chairman-cum-rapporteur|vice-chair-cum-rapporteur|0-0|0.8928571428571429|Equivalence
[JJ]|fisheries-dependent|fishing-dependent|0-0|0.8947368421052632|Equivalence
[JJ]|transactional-based|transaction-based|0-0|0.8947368421052632|Equivalence
[JJ]|mutually-beneficial|mutual-beneficial|0-0|0.8947368421052632|Equivalence
[NN]|self-congratulation|self-satisfaction|0-0|0.8947368421052632|Equivalence
[NN]|capability-building|capacity-building|0-0|0.8947368421052632|Equivalence
[VBG]|reunifying|reuniting|0-0|0.9|Equivalence
[NNS]|judgements|judgments|0-0|0.9|Equivalence
[NN]|adjustment|adjusting|0-0|0.9|Equivalence
[VBZ]|programmes|programme|0-0|0.9|Equivalence
[JJ]|bulgarians|bulgarian|0-0|0.9|Equivalence
[NNS]|reiterates|reaffirms|0-0|0.9|Equivalence
[NNS]|registries|registers|0-0|0.9|Equivalence
[RB]|procedures|procedure|0-0|0.9|Equivalence
[VBZ]|detentions|detention|0-0|0.9|Equivalence
[NNS]|bookstores|bookshops|0-0|0.9|Equivalence
[VBZ]|authorises|authorize|0-0|0.9|Equivalence
[VBN]|envisioned|envisaged|0-0|0.9|Equivalence
[VBZ]|interfaces|interface|0-0|0.9|Equivalence
[VBG]|redressing|remedying|0-0|0.9|Equivalence
[NN]|signalling|signaling|0-0|0.9|Equivalence
[RB]|skillfully|skilfully|0-0|0.9|Equivalence
[JJ]|repairable|reparable|0-0|0.9|Equivalence
[JJ]|disturbing|troubling|0-0|0.9|Equivalence
[NNS]|dependants|dependent|0-0|0.9|Equivalence
[JJ]|accessible|available|0-0|0.9|Equivalence
[NNS]|short-cuts|shortcuts|0-0|0.9|Equivalence
[VBZ]|reiterates|reaffirms|0-0|0.9|Equivalence
[VBZ]|signatures|signature|0-0|0.9|Equivalence
[JJ]|delineated|delimited|0-0|0.9|Equivalence
[VBN]|escalation|escalated|0-0|0.9|Equivalence
[NN]|exhaustion|depletion|0-0|0.9|Equivalence
[JJ]|marvellous|marvelous|0-0|0.9|Equivalence
[NN]|storehouse|warehouse|0-0|0.9|Equivalence
[NN]|refuelling|refueling|0-0|0.9|Equivalence
[NNS]|take-overs|takeovers|0-0|0.9|Equivalence
[NNP]|marseilles|marseille|0-0|0.9|Equivalence
[VBD]|symbolised|symbolize|0-0|0.9|Equivalence
[JJ]|accredited|certified|0-0|0.9|Equivalence
[JJ]|demarcated|delimited|0-0|0.9|Equivalence
[NN]|kidnapping|abduction|0-0|0.9|Equivalence
[VBD]|formalised|formalize|0-0|0.9|Equivalence
[NNS]|agreements|contracts|0-0|0.9|Equivalence
[VBN]|reoriented|refocused|0-0|0.9|Equivalence
[JJ]|volunteers|volunteer|0-0|0.9|Equivalence
[RB]|complaints|complaint|0-0|0.9|Equivalence
[JJ]|immoveable|immovable|0-0|0.9|Equivalence
[VBD]|interfered|intervene|0-0|0.9|Equivalence
[JJ]|training-of-trainers|train-the-trainers|0-0|0.9|Equivalence
[JJ]|inaccurate|imprecise|0-0|0.9|Equivalence
[RB]|originally|initially|0-0|0.9|Equivalence
[VBD]|eliminated|abolished|0-0|0.9|Equivalence
[JJ]|arthropods|arthropod|0-0|0.9|Equivalence
[JJ]|cofinanced|co-funded|0-0|0.9|Equivalence
[JJ]|neighbours|neighbour|0-0|0.9|Equivalence
[JJ]|china-dprk|sino-dprk|0-0|0.9|Equivalence
[VBG]|decreasing|reduction|0-0|0.9|Equivalence
[JJ]|horrendous|appalling|0-0|0.9|Equivalence
[NNPS]|sub-groups|subgroups|0-0|0.9|Equivalence
[JJ]|unhindered|unimpeded|0-0|0.9|Equivalence
[VBD]|restricted|curtailed|0-0|0.9|Equivalence
[VBD]|indicators|indicator|0-0|0.9|Equivalence
[VB]|highlights|emphasise|0-0|0.9|Equivalence
[RB]|incredibly|immensely|0-0|0.9|Equivalence
[JJ]|honourable|honorable|0-0|0.9|Equivalence
[NN]|dispersion|dispersal|0-0|0.9|Equivalence
[NNS]|quebeckers|quebecers|0-0|0.9|Equivalence
[VBD]|principles|principle|0-0|0.9|Equivalence
[JJ]|socialists|socialist|0-0|0.9|Equivalence
[RB]|indicators|indicator|0-0|0.9|Equivalence
[JJ]|short-term|near-term|0-0|0.9|Equivalence
[RB]|concerning|regarding|0-0|0.9|Equivalence
[JJ]|collegiate|collegial|0-0|0.9|Equivalence
[VBN]|protection|protected|0-0|0.9|Equivalence
[VBN]|criticized|criticise|0-0|0.9|Equivalence
[VBD]|minimizing|minimised|0-0|0.9|Equivalence
[RB]|explicitly|expressly|0-0|0.9|Equivalence
[NN]|floatation|flotation|0-0|0.9|Equivalence
[JJ]|unequalled|unmatched|0-0|0.9|Equivalence
[VBN]|suppressed|oppressed|0-0|0.9|Equivalence
[NN]|gravestone|headstone|0-0|0.9|Equivalence
[NNS]|burglaries|robberies|0-0|0.9|Equivalence
[VB]|principles|principle|0-0|0.9|Equivalence
[VBN]|monitoring|oversight|0-0|0.9|Equivalence
[VBZ]|constrains|restrains|0-0|0.9|Equivalence
[JJ]|immigrants|immigrant|0-0|0.9|Equivalence
[VBD]|undermined|disrupted|0-0|0.9|Equivalence
[JJ]|continuous|continued|0-0|0.9|Equivalence
[RB]|enormously|immensely|0-0|0.9|Equivalence
[NNS]|guerrillas|guerillas|0-0|0.9|Equivalence
[NNS]|tax-payers|taxpayers|0-0|0.9|Equivalence
[NNS]|designated|designate|0-0|0.9|Equivalence
[VBN]|restricted|curtailed|0-0|0.9|Equivalence
[NNS]|headlights|headlamps|0-0|0.9|Equivalence
[VBZ]|obstructed|hindering|0-0|0.9|Equivalence
[VBN]|initiation|initiated|0-0|0.9|Equivalence
[NNPS]|quebeckers|quebecers|0-0|0.9|Equivalence
[NN]|hesitation|hesitancy|0-0|0.9|Equivalence
[VB]|reaffirmed|reiterate|0-0|0.9|Equivalence
[VBN]|accredited|certified|0-0|0.9|Equivalence
[RB]|conversely|inversely|0-0|0.9|Equivalence
[JJ]|unflagging|unfailing|0-0|0.9|Equivalence
[RB]|uncommonly|unusually|0-0|0.9|Equivalence
[VBZ]|reconfirms|reaffirms|0-0|0.9|Equivalence
[VBD]|stabilised|stabilize|0-0|0.9|Equivalence
[NN]|estimating|estimates|0-0|0.9|Equivalence
[JJ]|endocrinal|endocrine|0-0|0.9|Equivalence
[NNP]|antarctica|antarctic|0-0|0.9|Equivalence
[NNPS]|localities|locations|0-0|0.9|Equivalence
[NN]|assessment|assessing|0-0|0.9|Equivalence
[JJ]|amphibians|amphibian|0-0|0.9|Equivalence
[VBZ]|evaluators|assessors|0-0|0.9|Equivalence
[CD]|30.04.2004|30.4.2004|0-0|0.9|Equivalence
[VBG]|forbidding|prohibits|0-0|0.9|Equivalence
[JJ]|china-u.s.|sino-u.s.|0-0|0.9|Equivalence
[NNS]|co-authors|coauthors|0-0|0.9|Equivalence
[NN]|schoolmate|classmate|0-0|0.9|Equivalence
[JJ]|interlaced|interlace|0-0|0.9|Equivalence
[VBN]|flourished|prospered|0-0|0.9|Equivalence
[VBN]|lengthened|prolonged|0-0|0.9|Equivalence
[NN]|countering|combating|0-0|0.9|Equivalence
[NNPS]|registries|registers|0-0|0.9|Equivalence
[IN]|honourable|honorable|0-0|0.9|Equivalence
[NNS]|colourants|colorants|0-0|0.9|Equivalence
[NN]|playwright|dramatist|0-0|0.9|Equivalence
[JJ]|horrifying|appalling|0-0|0.9|Equivalence
[JJ]|behavioral|behaviour|0-0|0.9|Equivalence
[JJ]|groundless|unfounded|0-0|0.9|Equivalence
[NNPS]|behaviours|behaviors|0-0|0.9|Equivalence
[NNS]|new-comers|newcomers|0-0|0.9|Equivalence
[VBD]|reaffirmed|reiterate|0-0|0.9|Equivalence
[JJ]|colourless|colorless|0-0|0.9|Equivalence
[VBN]|prohibited|forbidden|0-0|0.9|Equivalence
[NNS]|staircases|stairways|0-0|0.9|Equivalence
[VBZ]|frameworks|framework|0-0|0.9|Equivalence
[JJ]|abominable|abhorrent|0-0|0.9|Equivalence
[NNPS]|agreements|contracts|0-0|0.9|Equivalence
[NN]|speciality|specialty|0-0|0.9|Equivalence
[VBZ]|indicators|indicator|0-0|0.9|Equivalence
[VBG]|allocating|allotting|0-0|0.9|Equivalence
[JJ]|continuous|continual|0-0|0.9|Equivalence
[VBD]|reoriented|refocused|0-0|0.9|Equivalence
[VBN]|reexamined|revisited|0-0|0.9|Equivalence
[NN]|combatting|combating|0-0|0.9|Equivalence
[NN]|pertinence|relevance|0-0|0.9|Equivalence
[RB]|accurately|precisely|0-0|0.9|Equivalence
[VB]|monitoring|supervise|0-0|0.9|Equivalence
[VBD]|mechanisms|mechanism|0-0|0.9|Equivalence
[JJ]|detachable|removable|0-0|0.9|Equivalence
[JJ]|complaints|complaint|0-0|0.9|Equivalence
[NNS]|provisions|provision|0-0|0.9|Equivalence
[NNS]|sub-groups|subgroups|0-0|0.9|Equivalence
[JJ]|centennial|centenary|0-0|0.9|Equivalence
[VBG]|overlaying|overlying|0-0|0.9|Equivalence
[NNS]|time-lines|timelines|0-0|0.9|Equivalence
[NN]|colloquium|symposium|0-0|0.9|Equivalence
[RB]|apparently|evidently|0-0|0.9|Equivalence
[JJ]|trilateral|three-way|0-0|0.9|Equivalence
[JJ]|indicators|indicator|0-0|0.9|Equivalence
[VBP]|colloquium|symposium|0-0|0.9|Equivalence
[RB]|structures|structure|0-0|0.9|Equivalence
[NNS]|co-workers|coworkers|0-0|0.9|Equivalence
[NNS]|landowners|landlords|0-0|0.9|Equivalence
[VBD]|conversion|converted|0-0|0.9|Equivalence
[NN]|squabbling|wrangling|0-0|0.9|Equivalence
[NNPS]|applicants|claimants|0-0|0.9|Equivalence
[NN]|mentorship|mentoring|0-0|0.9|Equivalence
[RB]|unlawfully|illegally|0-0|0.9|Equivalence
[JJ]|eliminates|eliminate|0-0|0.9|Equivalence
[VBZ]|potentials|potential|0-0|0.9|Equivalence
[VBN]|recaptured|reclaimed|0-0|0.9|Equivalence
[JJ]|two-thirds|two-third|0-0|0.9|Equivalence
[VBG]|nullifying|annulling|0-0|0.9|Equivalence
[VBZ]|resurfaces|reappears|0-0|0.9|Equivalence
[CD]|31.05.2001|31.5.2001|0-0|0.9|Equivalence
[JJ]|formalized|formalize|0-0|0.9|Equivalence
[NN]|cancelling|canceling|0-0|0.9|Equivalence
[VBD]|supervised|monitored|0-0|0.9|Equivalence
[JJ]|explosives|explosive|0-0|0.9|Equivalence
[NNS]|volunteers|voluntary|0-0|0.9|Equivalence
[NN]|unfairness|injustice|0-0|0.9|Equivalence
[VBZ]|anchorages|anchorage|0-0|0.9|Equivalence
[JJ]|surprising|startling|0-0|0.9|Equivalence
[JJ]|logistical|logistics|0-0|0.9|Equivalence
[JJ]|programmes|programme|0-0|0.9|Equivalence
[JJ]|procedures|procedure|0-0|0.9|Equivalence
[NN]|kazakhstan|kazakstan|0-0|0.9|Equivalence
[JJ]|russian-us|russia-us|0-0|0.9|Equivalence
[NNS]|behaviours|behaviors|0-0|0.9|Equivalence
[JJ]|whole-page|full-page|0-0|0.9|Equivalence
[VBD]|elucidated|explained|0-0|0.9|Equivalence
[IN]|reiterates|reaffirms|0-0|0.9|Equivalence
[VBG]|insulating|isolating|0-0|0.9|Equivalence
[JJ]|interviews|interview|0-0|0.9|Equivalence
[NNPS]|reiterates|reaffirms|0-0|0.9|Equivalence
[VBD]|programmes|programme|0-0|0.9|Equivalence
[VBN]|dissipated|dispelled|0-0|0.9|Equivalence
[VBD]|procedures|procedure|0-0|0.9|Equivalence
[RB]|objectives|objective|0-0|0.9|Equivalence
[JJ]|protracted|prolonged|0-0|0.9|Equivalence
[NNPS]|manoeuvres|maneuvers|0-0|0.9|Equivalence
[JJ]|candidates|candidate|0-0|0.9|Equivalence
[JJ]|customized|customize|0-0|0.9|Equivalence
[VBD]|suppressed|oppressed|0-0|0.9|Equivalence
[VBN]|dishonored|disgraced|0-0|0.9|Equivalence
[NNS]|co-factors|cofactors|0-0|0.9|Equivalence
[JJ]|recognised|recognise|0-0|0.9|Equivalence
[VB]|harmonized|harmonise|0-0|0.9|Equivalence
[NN]|unitary.ny|unitar.ny|0-0|0.9|Equivalence
[JJ]|prejudices|prejudice|0-0|0.9|Equivalence
[JJ]|inter-organizational|inter-organization|0-0|0.9|Equivalence
[VBG]|decreasing|declining|0-0|0.9|Equivalence
[JJ]|day-to-day|every-day|0-0|0.9|Equivalence
[JJ]|unreadable|illegible|0-0|0.9|Equivalence
[VBN]|co-existed|coexisted|0-0|0.9|Equivalence
[NN]|chequebook|checkbook|0-0|0.9|Equivalence
[JJ]|ante-natal|pre-natal|0-0|0.9|Equivalence
[VBZ]|emphasises|emphasize|0-0|0.9|Equivalence
[VBP]|mechanisms|mechanism|0-0|0.9|Equivalence
[VBZ]|summarises|summarize|0-0|0.9|Equivalence
[JJ]|unilateral|one-sided|0-0|0.9|Equivalence
[VBD]|demolished|destroyed|0-0|0.9|Equivalence
[VBN]|negotiated|bargained|0-0|0.9|Equivalence
[RB]|favourably|favorably|0-0|0.9|Equivalence
[NNS]|manoeuvres|maneuvers|0-0|0.9|Equivalence
[RB]|thereafter|afterward|0-0|0.9|Equivalence
[RB]|afterwards|afterward|0-0|0.9|Equivalence
[JJ]|duplicated|duplicate|0-0|0.9|Equivalence
[JJ]|inviolable|inviolate|0-0|0.9|Equivalence
[VBN]|overstated|overrated|0-0|0.9|Equivalence
[VBN]|criticised|critiqued|0-0|0.9|Equivalence
[RB]|definitely|certainly|0-0|0.9|Equivalence
[NNP]|signalling|signaling|0-0|0.9|Equivalence
[NNS]|shortfalls|shortages|0-0|0.9|Equivalence
[VBN]|summarised|summarize|0-0|0.9|Equivalence
[NNPS]|aeroplanes|airplanes|0-0|0.9|Equivalence
[JJ]|cancelling|canceling|0-0|0.9|Equivalence
[JJ]|countering|combating|0-0|0.9|Equivalence
[NN]|incapacity|inability|0-0|0.9|Equivalence
[VBN]|eliminated|abolished|0-0|0.9|Equivalence
[NNP]|judgements|judgments|0-0|0.9|Equivalence
[NNS]|reductions|decreases|0-0|0.9|Equivalence
[JJ]|unresolved|unsettled|0-0|0.9|Equivalence
[NNS]|medallists|medalists|0-0|0.9|Equivalence
[VBN]|organizing|organised|0-0|0.9|Equivalence
[JJ]|all-around|all-round|0-0|0.9|Equivalence
[JJ]|supervised|monitored|0-0|0.9|Equivalence
[JJ]|two-storey|two-story|0-0|0.9|Equivalence
[VBZ]|constrains|restricts|0-0|0.9|Equivalence
[NN]|impediment|hindrance|0-0|0.9|Equivalence
[VBN]|collection|collected|0-0|0.9|Equivalence
[JJ]|inaccurate|incorrect|0-0|0.9|Equivalence
[VBN]|elucidated|explained|0-0|0.9|Equivalence
[JJ]|pakistanis|pakistani|0-0|0.9|Equivalence
[NN]|assessment|appraisal|0-0|0.9|Equivalence
[JJ]|month-long|one-month|0-0|0.9|Equivalence
[VBG]|unwavering|unfailing|0-0|0.9|Equivalence
[NNS]|hand-holds|handholds|0-0|0.9|Equivalence
[JJ]|unrivalled|unrivaled|0-0|0.9|Equivalence
[JJ]|ridiculous|laughable|0-0|0.9|Equivalence
[JJ]|continuing|continued|0-0|0.9|Equivalence
[VB]|underscore|underline|0-0|0.9|Equivalence
[RB]|reiterates|reaffirms|0-0|0.9|Equivalence
[JJ]|euro-asian|euro-asia|0-0|0.9|Equivalence
[RB]|honourably|honorably|0-0|0.9|Equivalence
[NN]|estimation|estimates|0-0|0.9|Equivalence
[JJ]|principles|principle|0-0|0.9|Equivalence
[JJ]|profitable|lucrative|0-0|0.9|Equivalence
[JJ]|guidelines|guideline|0-0|0.9|Equivalence
[NNS]|favourites|favorites|0-0|0.9|Equivalence
[JJ]|unchanging|immutable|0-0|0.9|Equivalence
[VBZ]|mechanisms|mechanism|0-0|0.9|Equivalence
[JJ]|recaptured|recapture|0-0|0.9|Equivalence
[VBN]|withdrawal|withdrawn|0-0|0.9|Equivalence
[JJ]|tripartite|three-way|0-0|0.9|Equivalence
[VBZ]|procedures|procedure|0-0|0.9|Equivalence
[JJ]|fictitious|fictional|0-0|0.9|Equivalence
[JJ]|comparison|comparing|0-0|0.9|Equivalence
[NNPS]|travellers|travelers|0-0|0.9|Equivalence
[VBG]|revisiting|reviewing|0-0|0.9|Equivalence
[VBZ]|apologises|apologize|0-0|0.9|Equivalence
[JJ]|drugs-free|drug-free|0-0|0.9|Equivalence
[NN]|adrenaline|adrenalin|0-0|0.9|Equivalence
[VBN]|demolished|destroyed|0-0|0.9|Equivalence
[JJ]|signalling|signaling|0-0|0.9|Equivalence
[VBN]|resumption|restarted|0-0|0.9|Equivalence
[VBD]|reexamined|revisited|0-0|0.9|Equivalence
[VB]|distribute|circulate|0-0|0.9|Equivalence
[NN]|crossroads|crossroad|0-0|0.9|Equivalence
[JJ]|ridiculous|ludicrous|0-0|0.9|Equivalence
[JJ]|invaluable|priceless|0-0|0.9|Equivalence
[NNS]|non-metals|nonmetals|0-0|0.9|Equivalence
[JJ]|conjugated|conjugate|0-0|0.9|Equivalence
[JJ]|vegetables|vegetable|0-0|0.9|Equivalence
[JJ]|two-phased|two-phase|0-0|0.9|Equivalence
[JJ]|aggregated|aggregate|0-0|0.9|Equivalence
[VBD]|initiation|initiated|0-0|0.9|Equivalence
[VBG]|unblocking|unlocking|0-0|0.9|Equivalence
[VBZ]|behaviours|behaviors|0-0|0.9|Equivalence
[NN]|chickenpox|varicella|0-0|0.9|Equivalence
[NNS]|trialogues|trilogues|0-0|0.9|Equivalence
[VBG]|organizing|arranging|0-0|0.9|Equivalence
[NN]|forerunner|precursor|0-0|0.9|Equivalence
[JJ]|two-storey|two-floor|0-0|0.9|Equivalence
[NNS]|aeroplanes|airplanes|0-0|0.9|Equivalence
[NNS]|leukaemias|leukemias|0-0|0.9|Equivalence
[JJ]|germinated|germinate|0-0|0.9|Equivalence
[NNS]|automakers|carmakers|0-0|0.9|Equivalence
[NN]|praesidium|presidium|0-0|0.9|Equivalence
[VBD]|alleviated|mitigated|0-0|0.9|Equivalence
[CD]|30.09.2005|30.9.2005|0-0|0.9|Equivalence
[NNPS]|chaldaeans|chaldeans|0-0|0.9|Equivalence
[NNS]|endeavours|endeavors|0-0|0.9|Equivalence
[JJ]|harmonised|harmonise|0-0|0.9|Equivalence
[VBN]|diminished|decreased|0-0|0.9|Equivalence
[RB]|programmes|programme|0-0|0.9|Equivalence
[JJ]|obligatory|mandatory|0-0|0.9|Equivalence
[RB]|determines|determine|0-0|0.9|Equivalence
[VBZ]|principles|principle|0-0|0.9|Equivalence
[VB]|reaffirmed|reconfirm|0-0|0.9|Equivalence
[NNS]|travellers|travelers|0-0|0.9|Equivalence
[VBD]|envisioned|envisaged|0-0|0.9|Equivalence
[NNS]|mini-buses|minibuses|0-0|0.9|Equivalence
[JJ]|reiterated|reiterate|0-0|0.9|Equivalence
[VBZ]|volunteers|voluntary|0-0|0.9|Equivalence
[JJ]|anti-drugs|anti-drug|0-0|0.9|Equivalence
[JJ]|curriculum|curricula|0-0|0.9|Equivalence
[VBG]|afflicting|affecting|0-0|0.9|Equivalence
[JJ]|twin-track|two-track|0-0|0.9|Equivalence
[VBN]|demarcated|delimited|0-0|0.9|Equivalence
[JJ]|widespread|pervasive|0-0|0.9|Equivalence
[NNS]|panellists|panelists|0-0|0.9|Equivalence
[JJ]|communists|communist|0-0|0.9|Equivalence
[VBN]|suppressed|repressed|0-0|0.9|Equivalence
[NNS]|sicknesses|illnesses|0-0|0.9|Equivalence
[VBD]|protection|protected|0-0|0.9|Equivalence
[JJ]|christians|christian|0-0|0.9|Equivalence
[JJ]|designated|designate|0-0|0.9|Equivalence
[NNPS]|stairwells|stairways|0-0|0.9|Equivalence
[NNPS]|landowners|landlords|0-0|0.9|Equivalence
[JJ]|after-sale|post-sale|0-0|0.9|Equivalence
[JJ]|paediatric|pediatric|0-0|0.9|Equivalence
[JJ]|safeguards|safeguard|0-0|0.9|Equivalence
[RB]|ordinarily|typically|0-0|0.9|Equivalence
[VBG]|misleading|deceiving|0-0|0.9|Equivalence
[NNS]|encourages|encourage|0-0|0.9|Equivalence
[JJ]|configures|configure|0-0|0.9|Equivalence
[VBN]|endangered|imperiled|0-0|0.9|Equivalence
[VBZ]|eliminates|abolishes|0-0|0.9|Equivalence
[VBZ]|assistants|assistant|0-0|0.9|Equivalence
[JJ]|heightened|increased|0-0|0.9|Equivalence
[VBG]|rescinding|canceling|0-0|0.9|Equivalence
[VBD]|explicitly|expressly|0-0|0.9|Equivalence
[VBZ]|criticises|critiques|0-0|0.9|Equivalence
[NN]|fatherhood|paternity|0-0|0.9|Equivalence
[RB]|counsellor|counselor|0-0|0.9|Equivalence
[VB]|protecting|safeguard|0-0|0.9|Equivalence
[VBN]|undermined|disrupted|0-0|0.9|Equivalence
[JJ]|underlined|underline|0-0|0.9|Equivalence
[JJ]|parameters|parameter|0-0|0.9|Equivalence
[JJ]|marvellous|wonderful|0-0|0.9|Equivalence
[NN]|spacecraft|spaceship|0-0|0.9|Equivalence
[JJ]|consequent|resultant|0-0|0.9|Equivalence
[VBP]|curriculum|curricula|0-0|0.9|Equivalence
[NNS]|informants|informers|0-0|0.9|Equivalence
[VB]|indicators|indicator|0-0|0.9|Equivalence
[NNS]|sub-totals|subtotals|0-0|0.9|Equivalence
[JJ]|despairing|desperate|0-0|0.9|Equivalence
[RB]|negatively|adversely|0-0|0.9|Equivalence
[JJ]|harmonized|harmonize|0-0|0.9|Equivalence
[JJ]|headlights|headlight|0-0|0.9|Equivalence
[JJ]|disputable|debatable|0-0|0.9|Equivalence
[JJ]|celebrated|celebrate|0-0|0.9|Equivalence
[RB]|parameters|parameter|0-0|0.9|Equivalence
[VBD]|recaptured|reclaimed|0-0|0.9|Equivalence
[NNPS]|headlights|headlamps|0-0|0.9|Equivalence
[JJ]|characters|character|0-0|0.9|Equivalence
[RB]|reportedly|allegedly|0-0|0.9|Equivalence
[JJ]|tumultuous|turbulent|0-0|0.9|Equivalence
[JJ]|combatting|combating|0-0|0.9|Equivalence
[JJ]|post-sales|post-sale|0-0|0.9|Equivalence
[JJ]|astonished|surprised|0-0|0.9|Equivalence
[VBN]|insinuated|suggested|0-0|0.9|Equivalence
[NN]|squabbling|bickering|0-0|0.9|Equivalence
[NNPS]|neighbours|neighbors|0-0|0.9|Equivalence
[NNS]|recessions|downturns|0-0|0.9|Equivalence
