[NN] ||| transplant ||| transplantation ||| 0-0 ||| 0.6666666666666666 ||| OtherRelated
[VBG] ||| dispensing ||| administering ||| 0-0 ||| 0.7692307692307693 ||| OtherRelated
[VBZ] ||| sustains ||| testifies ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBZ] ||| enlarges ||| exacerbates ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBG] ||| revoking ||| discontinuing ||| 0-0 ||| 0.6153846153846154 ||| Independent
[VBG] ||| compiling ||| categorizing ||| 0-0 ||| 0.75 ||| Independent
[VBN] ||| aroused ||| mobilised ||| 0-0 ||| 0.7777777777777778 ||| Independent
[NNS] ||| contractors ||| competitors ||| 0-0 ||| 1.0 ||| Independent
[NNS] ||| landowners ||| shareholders ||| 0-0 ||| 0.8333333333333334 ||| Independent
[VBZ] ||| ignores ||| contravenes ||| 0-0 ||| 0.6363636363636364 ||| Independent
[VBG] ||| collecting ||| retrieving ||| 0-0 ||| 1.0 ||| Independent
[VBZ] ||| comprises ||| correlates ||| 0-0 ||| 0.9 ||| Independent
[VBN] ||| supported ||| justified ||| 0-0 ||| 1.0 ||| Independent
[NNS] ||| alliances ||| collaborations ||| 0-0 ||| 0.6428571428571429 ||| Independent
[VBN] ||| emerged ||| suggested ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBN] ||| rotated ||| revolved ||| 0-0 ||| 0.875 ||| Independent
[VBZ] ||| is ||| constitutes ||| 0-0 ||| 0.18181818181818182 ||| Independent
[VBZ] ||| informs ||| emphasizes ||| 0-0 ||| 0.7 ||| Independent
[VBZ] ||| permits ||| sufficient ||| 0-0 ||| 0.7 ||| Independent
[NNS] ||| compulsions ||| restrictions ||| 0-0 ||| 0.9166666666666666 ||| Independent
[NNS] ||| remarks ||| matters ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| chosen ||| supposed ||| 0-0 ||| 0.75 ||| Independent
[VBN] ||| affected ||| subjected ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBD] ||| saluted ||| welcomed ||| 0-0 ||| 0.875 ||| Independent
[VBN] ||| saved ||| derived ||| 0-0 ||| 0.7142857142857143 ||| Independent
[VBN] ||| situated ||| allocated ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBG] ||| compiling ||| development ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBN] ||| recalled ||| retrieved ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBG] ||| finalizing ||| crystallizing ||| 0-0 ||| 0.7692307692307693 ||| Independent
[VBN] ||| regarded ||| appreciated ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBD] ||| salute ||| welcomed ||| 0-0 ||| 0.75 ||| Independent
[NNS] ||| advisors ||| advocates ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBN] ||| returns ||| reported ||| 0-0 ||| 0.875 ||| Independent
[VBZ] ||| affirms ||| recognises ||| 0-0 ||| 0.7 ||| Independent
[VBZ] ||| issues ||| features ||| 0-0 ||| 0.75 ||| Independent
[VBG] ||| report ||| responding ||| 0-0 ||| 0.6 ||| Independent
[VBG] ||| insulating ||| tubeinsulating ||| 0-0 ||| 0.7142857142857143 ||| Independent
[VBG] ||| reporting ||| responding ||| 0-0 ||| 0.9 ||| Independent
[VBN] ||| returned ||| reported ||| 0-0 ||| 1.0 ||| Independent
[NNS] ||| owners ||| home-owners ||| 0-0 ||| 0.5454545454545454 ||| ForwardEntailment
[VBD] ||| modify ||| revised ||| 0-0 ||| 0.8571428571428571 ||| Independent
[VBD] ||| revised ||| modified ||| 0-0 ||| 0.875 ||| Independent
[VBD] ||| cited ||| citation ||| 0-0 ||| 0.625 ||| Independent
[NNS] ||| main ||| principals ||| 0-0 ||| 0.4 ||| Equivalence
[NNS] ||| l ||| levels ||| 0-0 ||| 0.16666666666666666 ||| Independent
[NNS] ||| difficulties ||| vulnerabilities ||| 0-0 ||| 0.8 ||| Independent
[VBZ] ||| relates ||| connects ||| 0-0 ||| 0.875 ||| Independent
[VBN] ||| advocated ||| encouraged ||| 0-0 ||| 0.9 ||| Independent
[VBN] ||| noted ||| referenced ||| 0-0 ||| 0.5 ||| Independent
[VBN] ||| noted ||| reference ||| 0-0 ||| 0.5555555555555556 ||| Independent
[VBD] ||| stressed ||| concentrated ||| 0-0 ||| 0.6666666666666666 ||| Independent
[VBP] ||| detect ||| detection ||| 0-0 ||| 0.6666666666666666 ||| Equivalence
[VBN] ||| compared ||| comprised ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBN] ||| revealed ||| illuminated ||| 0-0 ||| 0.7272727272727273 ||| Independent
[NNP] ||| geoscience ||| geosciences ||| 0-0 ||| 0.9090909090909091 ||| OtherRelated
[JJ] ||| roll-forward ||| carried-forward ||| 0-0 ||| 0.8 ||| Equivalence
[JJ] ||| country-specific ||| country-by-country ||| 0-0 ||| 0.8888888888888888 ||| OtherRelated
[NNS] ||| wages ||| employees ||| 0-0 ||| 0.5555555555555556 ||| OtherRelated
[VBN] ||| provided ||| predicted ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBN] ||| recorded ||| disclosed ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBN] ||| founded ||| understood ||| 0-0 ||| 0.7 ||| Independent
[VBZ] ||| enacts ||| authorises ||| 0-0 ||| 0.6 ||| Independent
[VBN] ||| categorized ||| distributed ||| 0-0 ||| 1.0 ||| Independent
[NNS] ||| machines ||| mechanisms ||| 0-0 ||| 0.8 ||| Independent
[NNS] ||| resolves ||| determinations ||| 0-0 ||| 0.5714285714285714 ||| ReverseEntailment
[NNS] ||| portions ||| penetrations ||| 0-0 ||| 0.6666666666666666 ||| Independent
[NNS] ||| heads ||| well-heads ||| 0-0 ||| 0.5 ||| Independent
[VBG] ||| extracting ||| retrieving ||| 0-0 ||| 1.0 ||| Independent
[VBG] ||| containing ||| accommodating ||| 0-0 ||| 0.7692307692307693 ||| Independent
[VBN] ||| guide ||| provided ||| 0-0 ||| 0.625 ||| Independent
[VBZ] ||| varies ||| diverges ||| 0-0 ||| 0.75 ||| Independent
[VBN] ||| addressed ||| emphasized ||| 0-0 ||| 0.9 ||| Independent
[VBZ] ||| quotes ||| suggests ||| 0-0 ||| 0.75 ||| Independent
[VBG] ||| instilling ||| stimulating ||| 0-0 ||| 0.9090909090909091 ||| Independent
[VBD] ||| issued ||| furnished ||| 0-0 ||| 0.6666666666666666 ||| Independent
[VBN] ||| inferred ||| concluded ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBZ] ||| testifies ||| encapsulates ||| 0-0 ||| 0.75 ||| Independent
[VBN] ||| guided ||| provided ||| 0-0 ||| 0.75 ||| Independent
[NN] ||| illegality ||| illegitimacy ||| 0-0 ||| 0.8333333333333334 ||| OtherRelated
[NNS] ||| positions ||| determinations ||| 0-0 ||| 0.6428571428571429 ||| Independent
[NNS] ||| italics ||| characteristics ||| 0-0 ||| 0.4666666666666667 ||| Independent
[VBD] ||| remained ||| persisted ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBG] ||| reducing ||| eliminating ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBD] ||| rendered ||| determined ||| 0-0 ||| 0.8 ||| Independent
[VBG] ||| reduced ||| eliminating ||| 0-0 ||| 0.6363636363636364 ||| Independent
[VBD] ||| inserted ||| mentioned ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBG] ||| revealing ||| disclosing ||| 0-0 ||| 0.9 ||| OtherRelated
[VBG] ||| inheriting ||| benefitting ||| 0-0 ||| 0.9090909090909091 ||| Independent
[VBG] ||| benefiting ||| inheriting ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| presented ||| re-established ||| 0-0 ||| 0.6428571428571429 ||| Independent
[VBN] ||| instructed ||| communicated ||| 0-0 ||| 0.8333333333333334 ||| Independent
[VBZ] ||| admits ||| advocates ||| 0-0 ||| 0.6666666666666666 ||| Independent
[VBG] ||| specifying ||| incorporating ||| 0-0 ||| 0.7692307692307693 ||| Independent
[VBG] ||| safeguarding ||| consolidating ||| 0-0 ||| 0.9230769230769231 ||| Independent
[VBD] ||| rose ||| ceased ||| 0-0 ||| 0.6666666666666666 ||| Independent
[NNS] ||| mainland ||| hinterlands ||| 0-0 ||| 0.7272727272727273 ||| ReverseEntailment
[NNS] ||| oversees ||| supervises ||| 0-0 ||| 0.8 ||| Equivalence
[VBZ] ||| describes ||| dismisses ||| 0-0 ||| 1.0 ||| Independent
[VBD] ||| completed ||| anticipated ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBN] ||| subdivided ||| differentiated ||| 0-0 ||| 0.7142857142857143 ||| Independent
[VBD] ||| related ||| represented ||| 0-0 ||| 0.6363636363636364 ||| Independent
[VBN] ||| misled ||| confused ||| 0-0 ||| 0.75 ||| Independent
[VBN] ||| predicated ||| characterised ||| 0-0 ||| 0.7692307692307693 ||| Independent
[VBN] ||| created ||| operated ||| 0-0 ||| 0.875 ||| Independent
[VBZ] ||| advises ||| suggests ||| 0-0 ||| 0.875 ||| Independent
[VBG] ||| accelerating ||| expeditiously ||| 0-0 ||| 0.9230769230769231 ||| Independent
[NNS] ||| finals ||| qualifications ||| 0-0 ||| 0.42857142857142855 ||| Independent
[NNS] ||| entrants ||| enrolments ||| 0-0 ||| 0.8 ||| OtherRelated
[VBN] ||| invited ||| attended ||| 0-0 ||| 0.875 ||| Independent
[VBN] ||| inferred ||| estimated ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBZ] ||| presents ||| translates ||| 0-0 ||| 0.8 ||| Independent
[VBG] ||| risking ||| threatening ||| 0-0 ||| 0.6363636363636364 ||| Independent
[VBZ] ||| says ||| emphasises ||| 0-0 ||| 0.4 ||| Independent
[VBG] ||| analysis ||| reviewing ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBG] ||| defusing ||| appeasing ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBG] ||| risk ||| threatening ||| 0-0 ||| 0.36363636363636365 ||| Independent
[NNS] ||| observations ||| circumstances ||| 0-0 ||| 0.9230769230769231 ||| Independent
[JJ] ||| beautiful ||| magnificent ||| 0-0 ||| 0.8181818181818182 ||| OtherRelated
[VBN] ||| referred ||| redirected ||| 0-0 ||| 0.8 ||| Independent
[VBG] ||| altering ||| revisiting ||| 0-0 ||| 0.8 ||| Independent
[VBN] ||| deported ||| relocated ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBN] ||| reopened ||| reprinted ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBG] ||| nominating ||| indicating ||| 0-0 ||| 1.0 ||| OtherRelated
[VBN] ||| referred ||| mentioned ||| 0-0 ||| 0.8888888888888888 ||| OtherRelated
[JJ] ||| party ||| parties ||| 0-0 ||| 0.7142857142857143 ||| Equivalence
[JJ] ||| refund ||| refunded ||| 0-0 ||| 0.75 ||| Equivalence
[NNS] ||| reporters ||| practitioners ||| 0-0 ||| 0.6923076923076923 ||| Independent
[NNS] ||| effects ||| characteristics ||| 0-0 ||| 0.4666666666666667 ||| Independent
[VBG] ||| rushing ||| pushing ||| 0-0 ||| 1.0 ||| OtherRelated
[VBZ] ||| posits ||| proposes ||| 0-0 ||| 0.75 ||| Independent
[VBN] ||| purpose ||| featured ||| 0-0 ||| 0.875 ||| Independent
[VBZ] ||| notes ||| highlight ||| 0-0 ||| 0.5555555555555556 ||| Independent
[VBD] ||| granted ||| ratification ||| 0-0 ||| 0.5833333333333334 ||| Independent
[VBG] ||| pursuing ||| implementing ||| 0-0 ||| 0.6666666666666666 ||| OtherRelated
[VBN] ||| suspected ||| anticipated ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBG] ||| compiling ||| replicating ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBZ] ||| note ||| highlights ||| 0-0 ||| 0.4 ||| Independent
[VBG] ||| rewriting ||| reformatting ||| 0-0 ||| 0.75 ||| Independent
[VBG] ||| internalizing ||| mainstreaming ||| 0-0 ||| 1.0 ||| Independent
[VBD] ||| stopped ||| demonstrated ||| 0-0 ||| 0.5833333333333334 ||| Independent
[VBZ] ||| notes ||| highlights ||| 0-0 ||| 0.5 ||| Independent
[NNS] ||| seminars ||| symposiums ||| 0-0 ||| 0.8 ||| OtherRelated
[NN] ||| ask ||| asking ||| 0-0 ||| 0.5 ||| OtherRelated
[NNS] ||| symposia ||| seminars ||| 0-0 ||| 1.0 ||| OtherRelated
[NNS] ||| seminar ||| symposiums ||| 0-0 ||| 0.7 ||| OtherRelated
[VBD] ||| stole ||| straddled ||| 0-0 ||| 0.5555555555555556 ||| Independent
[VBG] ||| removing ||| reconciling ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBG] ||| regulating ||| regularising ||| 0-0 ||| 0.8333333333333334 ||| OtherRelated
[VBZ] ||| works ||| regulations ||| 0-0 ||| 0.45454545454545453 ||| Independent
[VBZ] ||| records ||| includes ||| 0-0 ||| 0.875 ||| Independent
[VBD] ||| followed ||| consistent ||| 0-0 ||| 0.8 ||| Independent
[NNS] ||| principles ||| directives ||| 0-0 ||| 1.0 ||| Independent
[NNS] ||| purposes ||| instruments ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBN] ||| indicate ||| displayed ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBZ] ||| reduced ||| undermines ||| 0-0 ||| 0.7 ||| Independent
[VBN] ||| progressed ||| registered ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| indicated ||| displayed ||| 0-0 ||| 1.0 ||| Independent
[VBD] ||| provided ||| observations ||| 0-0 ||| 0.6666666666666666 ||| Independent
[VBN] ||| updated ||| overhauled ||| 0-0 ||| 0.7 ||| OtherRelated
[VBZ] ||| reduces ||| undermines ||| 0-0 ||| 0.7 ||| Independent
[VBZ] ||| assesses ||| delineates ||| 0-0 ||| 0.8 ||| Independent
[VBD] ||| recorded ||| respectively ||| 0-0 ||| 0.6666666666666666 ||| Independent
[VBN] ||| withdrawn ||| invalidated ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBN] ||| disclosed ||| emphasised ||| 0-0 ||| 0.9 ||| Independent
[NNS] ||| patterns ||| participants ||| 0-0 ||| 0.6666666666666666 ||| Independent
[NN] ||| timeline ||| timescale ||| 0-0 ||| 0.8888888888888888 ||| Equivalence
[VBN] ||| impeded ||| aggravated ||| 0-0 ||| 0.7 ||| Independent
[VBN] ||| governed ||| convened ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| reduced ||| circumscribed ||| 0-0 ||| 0.5384615384615384 ||| Independent
[VBD] ||| encouraged ||| galvanized ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| implicated ||| categorized ||| 0-0 ||| 0.9090909090909091 ||| Independent
[NN] ||| providing ||| provision ||| 0-0 ||| 1.0 ||| OtherRelated
[NNS] ||| patterns ||| circumstances ||| 0-0 ||| 0.6153846153846154 ||| Independent
[JJ] ||| gracious ||| courteous ||| 0-0 ||| 0.8888888888888888 ||| Equivalence
[VBZ] ||| places ||| ceases ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| indicated ||| underlined ||| 0-0 ||| 0.9 ||| Independent
[VBD] ||| caught ||| implemented ||| 0-0 ||| 0.5454545454545454 ||| OtherRelated
[VBN] ||| completed ||| rehabilitated ||| 0-0 ||| 0.6923076923076923 ||| Independent
[VBZ] ||| gender ||| considers ||| 0-0 ||| 0.6666666666666666 ||| Independent
[VBZ] ||| flees ||| leaves ||| 0-0 ||| 0.8333333333333334 ||| Independent
[VBZ] ||| answers ||| submissions ||| 0-0 ||| 0.6363636363636364 ||| Independent
[NNP] ||| punish ||| punishing ||| 0-0 ||| 0.6666666666666666 ||| Equivalence
[NNPS] ||| analyses ||| analytics ||| 0-0 ||| 0.8888888888888888 ||| Equivalence
[JJ] ||| olive ||| olive-growing ||| 0-0 ||| 0.38461538461538464 ||| OtherRelated
[NNS] ||| parents ||| patients ||| 0-0 ||| 0.875 ||| Independent
[NNPS] ||| agencies ||| departments ||| 0-0 ||| 0.7272727272727273 ||| ReverseEntailment
[VBZ] ||| expands ||| implements ||| 0-0 ||| 0.7 ||| Independent
[VBN] ||| averted ||| minimized ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBZ] ||| fosters ||| re-enforces ||| 0-0 ||| 0.6363636363636364 ||| Independent
[VBN] ||| sent ||| ceased ||| 0-0 ||| 0.6666666666666666 ||| Independent
[VBN] ||| retrieved ||| delivered ||| 0-0 ||| 1.0 ||| Independent
[VBD] ||| manufactured ||| prefabricated ||| 0-0 ||| 0.9230769230769231 ||| Independent
[VBN] ||| preserved ||| sustained ||| 0-0 ||| 1.0 ||| Independent
[VBZ] ||| policy ||| approaches ||| 0-0 ||| 0.6 ||| Independent
[VBZ] ||| refers ||| recognizes ||| 0-0 ||| 0.6 ||| Independent
[NNS] ||| unions ||| organization ||| 0-0 ||| 0.5 ||| Independent
[NNS] ||| unions ||| organizations ||| 0-0 ||| 0.46153846153846156 ||| Independent
[NNS] ||| academics ||| intellectuals ||| 0-0 ||| 0.6923076923076923 ||| OtherRelated
[NNS] ||| markings ||| rankings ||| 0-0 ||| 1.0 ||| Independent
[NNS] ||| increases ||| reinforces ||| 0-0 ||| 0.9 ||| Independent
[NNS] ||| masters ||| magistrates ||| 0-0 ||| 0.6363636363636364 ||| Independent
[NNPS] ||| concerning ||| regulations ||| 0-0 ||| 0.9090909090909091 ||| Independent
[VBN] ||| arrived ||| arranged ||| 0-0 ||| 0.875 ||| Independent
[VBN] ||| traced ||| referenced ||| 0-0 ||| 0.6 ||| Independent
[VBN] ||| noted ||| representative ||| 0-0 ||| 0.35714285714285715 ||| Independent
[VBZ] ||| outlines ||| distinguishes ||| 0-0 ||| 0.6153846153846154 ||| Independent
[VBN] ||| defeated ||| frustrated ||| 0-0 ||| 0.8 ||| Independent
[JJ] ||| broadcasting ||| radio-broadcasting ||| 0-0 ||| 0.6666666666666666 ||| ForwardEntailment
[NNS] ||| testimonies ||| demonstrations ||| 0-0 ||| 0.7857142857142857 ||| Independent
[VBG] ||| expanding ||| augmenting ||| 0-0 ||| 0.9 ||| Independent
[VBN] ||| emphasized ||| prioritised ||| 0-0 ||| 0.9090909090909091 ||| Independent
[VBN] ||| available ||| scheduled ||| 0-0 ||| 1.0 ||| Independent
[VBZ] ||| hurts ||| impairs ||| 0-0 ||| 0.7142857142857143 ||| Independent
[VBG] ||| belonging ||| participating ||| 0-0 ||| 0.6923076923076923 ||| Independent
[VBZ] ||| hurts ||| impair ||| 0-0 ||| 0.8333333333333334 ||| Independent
[VBN] ||| surrendered ||| discontinued ||| 0-0 ||| 0.9166666666666666 ||| Independent
[VBZ] ||| insures ||| preserves ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBN] ||| increased ||| additional ||| 0-0 ||| 0.9 ||| Independent
[VBG] ||| curtailing ||| counteracting ||| 0-0 ||| 0.7692307692307693 ||| Independent
[VBG] ||| generating ||| transmitting ||| 0-0 ||| 0.8333333333333334 ||| Independent
[NN] ||| claimant ||| complainant ||| 0-0 ||| 0.7272727272727273 ||| OtherRelated
[VBD] ||| outside ||| excluding ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBG] ||| promoting ||| distributing ||| 0-0 ||| 0.75 ||| Independent
[VBG] ||| reconfirming ||| re-emphasizing ||| 0-0 ||| 0.8571428571428571 ||| Independent
[NNS] ||| agencies ||| departments ||| 0-0 ||| 0.7272727272727273 ||| ForwardEntailment
[NNS] ||| occupiers ||| occupations ||| 0-0 ||| 0.8181818181818182 ||| Independent
[NNS] ||| agency ||| departments ||| 0-0 ||| 0.5454545454545454 ||| ForwardEntailment
[VBN] ||| overseen ||| inspected ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBD] ||| answers ||| corresponded ||| 0-0 ||| 0.5833333333333334 ||| Independent
[VBD] ||| choice ||| preferred ||| 0-0 ||| 0.6666666666666666 ||| Independent
[VBN] ||| unknown ||| understood ||| 0-0 ||| 0.7 ||| Independent
[VBD] ||| slides ||| downgraded ||| 0-0 ||| 0.6 ||| Independent
[VBD] ||| answered ||| corresponded ||| 0-0 ||| 0.6666666666666666 ||| Independent
[VBZ] ||| declares ||| establishes ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBN] ||| stopped ||| repeated ||| 0-0 ||| 0.875 ||| Independent
[VBG] ||| reuniting ||| amalgamating ||| 0-0 ||| 0.75 ||| Independent
[VBD] ||| relied ||| employed ||| 0-0 ||| 0.75 ||| Independent
[VBG] ||| directing ||| determining ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBD] ||| answered ||| correspond ||| 0-0 ||| 0.8 ||| Independent
[VBZ] ||| allocates ||| acknowledges ||| 0-0 ||| 0.75 ||| Independent
[NNS] ||| reproductions ||| illustrations ||| 0-0 ||| 1.0 ||| Independent
[VBD] ||| wished ||| intended ||| 0-0 ||| 0.75 ||| Independent
[VBN] ||| enacted ||| approved ||| 0-0 ||| 0.875 ||| Independent
[VBG] ||| including ||| entailing ||| 0-0 ||| 1.0 ||| Independent
[VBZ] ||| conducts ||| organises ||| 0-0 ||| 0.8888888888888888 ||| Independent
[VBZ] ||| complains ||| denounces ||| 0-0 ||| 1.0 ||| OtherRelated
[VBZ] ||| submits ||| nominates ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBN] ||| impeded ||| impacted ||| 0-0 ||| 0.875 ||| Independent
[VBN] ||| verified ||| evidenced ||| 0-0 ||| 0.8888888888888888 ||| Independent
[JJ] ||| non-combat ||| non-combatants ||| 0-0 ||| 0.7142857142857143 ||| OtherRelated
[NNS] ||| shortcomings ||| imperfections ||| 0-0 ||| 0.9230769230769231 ||| OtherRelated
[VBG] ||| describing ||| incorporating ||| 0-0 ||| 0.7692307692307693 ||| Independent
[VBD] ||| noted ||| referenced ||| 0-0 ||| 0.5 ||| OtherRelated
[VBD] ||| petered ||| disappeared ||| 0-0 ||| 0.6363636363636364 ||| Independent
[VBD] ||| noted ||| references ||| 0-0 ||| 0.5 ||| Independent
[VBD] ||| released ||| pre-published ||| 0-0 ||| 0.6153846153846154 ||| Independent
[VBD] ||| noted ||| reference ||| 0-0 ||| 0.5555555555555556 ||| Independent
[VBZ] ||| assigns ||| illustrates ||| 0-0 ||| 0.6363636363636364 ||| Independent
[VBD] ||| accepted ||| acquired ||| 0-0 ||| 1.0 ||| Independent
[VBD] ||| restricted ||| strengthened ||| 0-0 ||| 0.8333333333333334 ||| Independent
[VBN] ||| comprised ||| consolidated ||| 0-0 ||| 0.75 ||| Independent
[VBD] ||| covered ||| conferred ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBZ] ||| sends ||| coordinates ||| 0-0 ||| 0.45454545454545453 ||| Independent
[VBD] ||| created ||| originating ||| 0-0 ||| 0.6363636363636364 ||| Independent
[VBN] ||| selected ||| established ||| 0-0 ||| 0.7272727272727273 ||| Independent
[VBD] ||| refused ||| removed ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| hailed ||| interpreted ||| 0-0 ||| 0.5454545454545454 ||| Independent
[VBZ] ||| exposes ||| illustrates ||| 0-0 ||| 0.6363636363636364 ||| Independent
[VBN] ||| contested ||| discriminated ||| 0-0 ||| 0.6923076923076923 ||| Independent
[VBN] ||| built-in ||| incorporated ||| 0-0 ||| 0.6666666666666666 ||| Independent
[VBN] ||| assessed ||| substantiated ||| 0-0 ||| 0.6153846153846154 ||| Independent
[VBD] ||| created ||| originate ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBN] ||| stationed ||| disconnected ||| 0-0 ||| 0.75 ||| Independent
[VBG] ||| renewing ||| revitalizing ||| 0-0 ||| 0.6666666666666666 ||| Independent
[VBP] ||| circulate ||| distribute ||| 0-0 ||| 0.9 ||| Equivalence
[VBZ] ||| prints ||| publishes ||| 0-0 ||| 0.6666666666666666 ||| Independent
[VBN] ||| involved ||| intervened ||| 0-0 ||| 0.8 ||| Independent
[VBD] ||| approved ||| favourable ||| 0-0 ||| 0.8 ||| Independent
[VBZ] ||| secures ||| succeeds ||| 0-0 ||| 0.875 ||| Independent
[VBG] ||| correcting ||| rehabilitating ||| 0-0 ||| 0.7142857142857143 ||| Independent
[NN] ||| cascade ||| cascading ||| 0-0 ||| 0.7777777777777778 ||| Equivalence
[JJ] ||| sector-based ||| sector-specific ||| 0-0 ||| 0.8 ||| OtherRelated
[NNS] ||| salaries ||| earnings ||| 0-0 ||| 1.0 ||| Independent
[VBN] ||| tightened ||| accentuated ||| 0-0 ||| 0.8181818181818182 ||| Independent
[VBD] ||| halted ||| cancelled ||| 0-0 ||| 0.6666666666666666 ||| Independent
[NNS] ||| firings ||| shootings ||| 0-0 ||| 0.7777777777777778 ||| ReverseEntailment
[NNPS] ||| linkages ||| relationships ||| 0-0 ||| 0.6153846153846154 ||| OtherRelated
[VBG] ||| motivating ||| originating ||| 0-0 ||| 0.9090909090909091 ||| Independent
[VBZ] ||| upsets ||| disrupts ||| 0-0 ||| 0.75 ||| OtherRelated
[VBN] ||| singled ||| operationalized ||| 0-0 ||| 0.4666666666666667 ||| Independent
[VBN] ||| stipulated ||| pre-positioned ||| 0-0 ||| 0.7142857142857143 ||| Independent
[VBN] ||| targeted ||| contemplated ||| 0-0 ||| 0.6666666666666666 ||| Independent
[NNS] ||| observations ||| determinations ||| 0-0 ||| 0.8571428571428571 ||| Independent
[VBN] ||| swayed ||| influenced ||| 0-0 ||| 0.6 ||| Independent
[VBZ] ||| depicts ||| comprises ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBN] ||| outlined ||| disaggregated ||| 0-0 ||| 0.6153846153846154 ||| Independent
[VBN] ||| induced ||| incurred ||| 0-0 ||| 0.875 ||| Independent
[VBN] ||| directed ||| predicated ||| 0-0 ||| 0.8 ||| Independent
[VBG] ||| suppressing ||| counteracting ||| 0-0 ||| 0.8461538461538461 ||| OtherRelated
[NNS] ||| drafting ||| drafters ||| 0-0 ||| 1.0 ||| OtherRelated
[NNS] ||| negatives ||| disadvantages ||| 0-0 ||| 0.6923076923076923 ||| Independent
[NNS] ||| parents ||| agreements ||| 0-0 ||| 0.7 ||| Independent
[NNS] ||| negative ||| disadvantages ||| 0-0 ||| 0.6153846153846154 ||| Independent
[NNS] ||| exchanges ||| transactions ||| 0-0 ||| 0.75 ||| Independent
[NNPS] ||| outlines ||| overviews ||| 0-0 ||| 0.8888888888888888 ||| Independent
[NNS] ||| factors ||| attributes ||| 0-0 ||| 0.7 ||| Independent
[VBN] ||| hoped ||| anticipated ||| 0-0 ||| 0.45454545454545453 ||| Independent
[VBN] ||| tiered ||| interconnected ||| 0-0 ||| 0.42857142857142855 ||| Independent
[VBG] ||| gauging ||| evaluating ||| 0-0 ||| 0.7 ||| OtherRelated
[VBZ] ||| achieves ||| preserves ||| 0-0 ||| 0.8888888888888888 ||| Independent
[NNS] ||| scenarios ||| hypotheticals ||| 0-0 ||| 0.6923076923076923 ||| Independent
[NNP] ||| transhipment ||| transshipment ||| 0-0 ||| 0.9230769230769231 ||| Equivalence
[VBZ] ||| generates ||| stipulates ||| 0-0 ||| 0.9 ||| Independent
[VBZ] ||| conveys ||| disseminates ||| 0-0 ||| 0.5833333333333334 ||| Independent
[VBN] ||| commandeered ||| requisitioned ||| 0-0 ||| 0.9230769230769231 ||| Independent
[VBZ] ||| insert ||| suggests ||| 0-0 ||| 0.75 ||| Independent
[VBG] ||| sacrificing ||| disregarding ||| 0-0 ||| 0.9166666666666666 ||| Independent
[VBZ] ||| favours ||| encourage ||| 0-0 ||| 0.7777777777777778 ||| Independent
[VBZ] ||| directs ||| affects ||| 0-0 ||| 1.0 ||| Independent
[VBZ] ||| favours ||| encourages ||| 0-0 ||| 0.7 ||| Independent
